"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1275901,1276000,1273599,1273230,1273231,1273115,1273228,1273222,1273232,1273375,1273226,1273343,1271449,1269583,1270682,1270578,1270674,1270579,1270582,1269113,1270577,1269670,1268643,1269666,1268690,1268646,1268715,1268679,1268645,1268579,1268156,1265278,1265110,1265269,1046166,1265283,1265201,1268154,1267298,1265277,1265293,1023526,1267644,1265196,1023620,1265045,1265599,1265268,1265252,1265571,1023374,1268401,1264964,1265010,1264447,1264678,1264505,1254460,1259847,1265864,1254504,1254471,1259854,1264486,1264512,1264820,1260042,1264970,1264522,1264991,1260136,1254503,1264827,1260040,1265011,1264992,1254467,1260058,1265020,1259994,1264825,1264961,1265007,1264996,1264477,1264962,1264818,1264997,1264524,1264963,1264998,1263897,1263896,1248472,1261891,1262582,1256670,1262031,1261888,1262589",2017/05/04 21:54:21
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Simultaneous feature selection and classification for relevance feedback in image retrieval","R. Prasanna; K. R. Ramakrishnan; C. Bhattacharyya","Dept. of Electr. Eng., Indian Inst. of Sci., Bangalore, India","TENCON 2003. Conference on Convergent Technologies for Asia-Pacific Region","20040315","2003","2","","576","580 Vol.2","In image retrieval, relevance feedback uses information, obtained interactively from the user, to understand the user's perceptions of a query image and to improve retrieval accuracy. We propose simultaneous relevant feature selection and classification using the samples provided by the user to improve retrieval accuracy. The classifier is defined by a separating hyperplane, while the sparse weight vector characterizing the hyperplane defines a small set of relevant features. This set of relevant features is used for classification and can be used for analysis at a later stage. Mutually exclusive sets of images are shown to the user at each iteration to obtain maximum information from the user. Experimental results show that our algorithm performs better than the feature relevance weighting and feature selection schemes and comparably with the classification scheme using SVMs, in terms of retrieval accuracy, and it has the advantage of being faster than the classification scheme using SVMs.","","POD:0-7803-8162-9","10.1109/TENCON.2003.1273230","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273230","","Automation;Compression algorithms;Computer science;Feedback;High-speed networks;Image retrieval;Image storage;Information retrieval;Internet;Real time systems","feature extraction;image classification;image retrieval;iterative methods;optimisation;relevance feedback","SVM;feature classification;feature relevance weighting;feature selection;image retrieval;optimization;query image;relevance feedback;relevant features;separating hyperplane;sparse weight vector;user perception","","0","","6","","","15-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"A rule-based approach to image retrieval","D. Mehta; E. S. V. N. L. S. Diwakar; C. V. Jawahar","Centre for Visual Inf. Technol., Int. Inst. of Inf. Technol., Hyderabad, India","TENCON 2003. Conference on Convergent Technologies for Asia-Pacific Region","20040315","2003","2","","586","590 Vol.2","A rule-based approach is introduced for retrieving images from an image database. Compared to image-based queries, this approach allows the user to query in a more natural language. Performance is demonstrated with simple queries on a generic image database and sophisticated queries on a database of face images.","","POD:0-7803-8162-9","10.1109/TENCON.2003.1273232","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273232","","Content based retrieval;Database systems;Feature extraction;Image databases;Image retrieval;Information retrieval;Knowledge based systems;Mouth;Multimedia databases;Spatial databases","content-based retrieval;image processing;image retrieval;knowledge based systems;natural language interfaces;visual databases","CBIR;content-based image retrieval;content-based retrieval;face image database;generic image database;natural language;rule-based approach","","5","","9","","","15-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"CMOS structures suitable for secured hardware","S. Guilley; P. Hoogvorst; Y. Mathieu; R. Pacalet; J. Provost","Dept. Commun. et Electron., CNRS, Paris, France","Proceedings Design, Automation and Test in Europe Conference and Exhibition","20040308","2004","2","","1414","1415 Vol.2","Unsecured electronic circuits leak physical syndromes correlated to the data they handle. Side-channels attacks, like SPA or DPA, exploit this information leakage. We provide balanced and memoryless CMOS structures for a 2-input secured NAND gate.","1530-1591;15301591","POD:0-7695-2085-5","10.1109/DATE.2004.1269113","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1269113","","Cryptography;Electronic circuits;Encoding;Hardware;Information retrieval;Logic design;Microelectronics;Performance evaluation;Protocols;Rails","CMOS integrated circuits;MOSFET;logic gates;memoryless systems","NAND gate;complementary metal-oxide-semiconductor;data correlation;information leakage;memoryless CMOS structures;metal-oxide-semiconductor field effect transistor;physical syndromes;secured hardware;unsecured electronic circuits","","18","2","5","","","16-20 Feb. 2004","","IEEE","IEEE Conference Publications"
"Convergent Technologies for the Asia-Pacific Region","","","TENCON 2003. Conference on Convergent Technologies for Asia-Pacific Region","20040315","2003","3","","iii","xxxviii","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01273375.png"" border=""0"">","","POD:0-7803-8162-9","10.1109/TENCON.2003.1273375","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273375","","Erbium;IEEE catalog;Information retrieval;Libraries;Material storage;Permission;Protection;Region 10;Sections;Typesetting","","","","0","","","","","15-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"Performance and analysis of the spiral representation of spatial feature for color-spatial image retrieval","Wang Hui Hui; N. Kulathuramaiyer; Wang Yin Chai; A. Abdessalam","Fac. of Inf. Technol., Universiti Malaysia, Malaysia","TENCON 2003. Conference on Convergent Technologies for Asia-Pacific Region","20040315","2003","2","","566","570 Vol.2","The representation of spatial features is important for color-spatial based image retrieval systems for producing results that conform to human perception. The paper discusses the performance of the spiral representation of the spatial feature as proposed by Wang Hui Hui et al. (First Regional Malaysia-France Workshop on Image Processing in Vision Systems and Multimedia Commun., 2003). This novel approach addresses the issues of rotation and scaling invariance overcoming limitations of existing works.","","POD:0-7803-8162-9","10.1109/TENCON.2003.1273226","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273226","","Computer science;Content based retrieval;Humans;Image analysis;Image color analysis;Image retrieval;Information retrieval;Performance analysis;Shape;Spirals","feature extraction;image colour analysis;image matching;image representation;image retrieval","color-spatial image retrieval;feature extraction;feature representation;human perception;image matching;rotation invariance;scaling invariance;spatial features;spiral extraction method;spiral representation","","0","","12","","","15-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"Matching and retrieval of distorted and occluded shapes using dynamic programming","E. G. M. Petrakis; A. Diplaros; E. Milios","Dept. of Electron. & Comput. Eng., Tech. Univ. Crete, Chania, Greece","IEEE Transactions on Pattern Analysis and Machine Intelligence","20040226","2002","24","11","1501","1516","We propose an approach for matching distorted and possibly occluded shapes using dynamic programming (DP). We distinguish among various cases of matching such as cases where the shapes are scaled with respect to each other and cases where an open shape matches the whole or only a part of another open or closed shape. Our algorithm treats noise and shape distortions by allowing matching of merged sequences of consecutive small segments in a shape with larger segments of another shape, while being invariant to translation, scale, orientation, and starting point selection. We illustrate the effectiveness of our algorithm in retrieval of shapes on two data sets of two-dimensional open and closed shapes of marine life species. We demonstrate the superiority of our approach over traditional approaches to shape matching and retrieval based on Fourier descriptors and moments. We also compare our method with SQUID, a well-known method which is available on the Internet. Our evaluation is based on human relevance judgments following a well-established methodology from the information retrieval field.","0162-8828;01628828","","10.1109/TPAMI.2002.1046166","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1046166","","Content based retrieval;Dynamic programming;Humans;Image databases;Image retrieval;Information retrieval;Internet;Noise shaping;SQUIDs;Shape","dynamic programming;image matching;image retrieval;relevance feedback;visual databases","Fourier descriptors;Internet;SQUID;data sets;distorted shape retrieval;dynamic programming;human relevance judgments;image database;information retrieval;marine life species;merged sequences;moments;noise;occluded shape matching;query by example;shape distortions","","105","","48","","","Nov 2002","","IEEE","IEEE Journals & Magazines"
"Query-sensitive self-adaptable Web page ranking algorithm","Wen-Xue Tao; Wan-Li Zuo","Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","20040219","2003","1","","413","418 Vol.1","This paper analyzes HITS and PageRank, two representative examples of current Web page ranking algorithms, and points out their limitations in capturing both global and local importance scopes. A detailed discussion is also conducted regarding the reasons why manually setting topics adopted by topic-sensitive PageRank algorithm cannot resolve the same problem. Based on the above observation, a new query-sensitive algorithm termed QS page-rank satisfying both global and local authority is introduced, and several strategies for combining our algorithm with traditional PageRank are also proposed. Experiment results show effectiveness of the new page ranking algorithm.","","POD:0-7803-7865-2","10.1109/ICMLC.2003.1264512","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264512","","Algorithm design and analysis;Computer science;Educational institutions;Information retrieval;Internet;Iterative algorithms;Local government;Machine learning algorithms;Search engines;Web pages","Internet;information retrieval;search engines","QS page-rank;global authority;local authority;query-sensitive algorithm;self-adaptable Web page ranking algorithm;topic-sensitive PageRank algorithm","","2","","6","","","2-5 Nov. 2003","","IEEE","IEEE Conference Publications"
"Policy based content delivery management using metadata","M. Kawarasaki; R. Atarashi","NTT Service Integration Labs., Japan","2004 International Symposium on Applications and the Internet Workshops. 2004 Workshops.","20040303","2004","","","272","279","This paper proposes metadata framework architecture for policy based content delivery over network. It also addresses policy based QoS control and CDN management as implementation examples of proposed architecture. In broadband ubiquitous networks, this architecture enables content aware QoS control and automatic content adaptation to usage environment that are provided as network services by the use of policies, rules and network related metadata. Proposed metadata framework architecture is structured in two layers: metadata gateway and policy based service platform both provide open API to the next higher layer. Metadata gateway provides integrated metadata retrieval capability across various metadata descriptions, and policy based service platform provides specific functions common to content delivery such as QoS control and CDN management.","","POD:0-7695-2050-2","10.1109/SAINTW.2004.1268646","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1268646","","Authentication;Automatic control;Computer network management;Content based retrieval;Content management;Costs;Environmental management;IP networks;Information retrieval;Laboratories","Internet;application program interfaces;content management;document delivery;information retrieval;meta data;network servers;public domain software;quality of service","CDN management;QoS control;automatic content adaptation;broadband ubiquitous networks;integrated metadata retrieval;metadata architecture;metadata gateway;network services;open API;policy based content delivery;policy based service;usage environment","","2","","18","","","26-30 Jan. 2004","","IEEE","IEEE Conference Publications"
"Error-tolerant sign retrieval using visual features and maximum a posteriori estimation","Chung-Hsien Wu; Yu-Hsien Chiu; Kung-Wei Cheng","Dept. of Comput. Sci. & Inf. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan","IEEE Transactions on Pattern Analysis and Machine Intelligence","20040219","2004","26","4","495","508","This paper proposes an efficient error-tolerant approach to retrieving sign words from a Taiwanese Sign Language (TSL) database. This database is tagged with visual gesture features and organized as a multilist code tree. These features are defined in terms of the visual characteristics of sign gestures by which they are indexed for sign retrieval and displayed using an anthropomorphic interface. The maximum a posteriori estimation is exploited to retrieve the most likely sign word given the input feature sequence. An error-tolerant mechanism based on mutual information criterion is proposed to retrieve a sign word of interest efficiently and robustly. A user-friendly anthropomorphic interface is also developed to assist learning TSL. Several experiments were performed in an educational environment to investigate the system's retrieval accuracy. Our proposed approach outperformed a dynamic programming algorithm in its task and shows tolerance to user input errors.","0162-8828;01628828","","10.1109/TPAMI.2004.1265864","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265864","","Anthropomorphism;Dynamic programming;Handicapped aids;Heuristic algorithms;Information retrieval;Maximum a posteriori estimation;Mutual information;Robustness;Spatial databases;Visual databases","anthropology;gesture recognition;handicapped aids;human computer interaction;image retrieval;maximum likelihood estimation;natural languages;tree codes;visual databases","Taiwanese sign language database;anthropomorphic interface;dynamic programming algorithm;error tolerant sign retrieval;input feature sequence;maximum a posteriori estimation;multilist code tree;mutual information criterion;sign gestures;systems retrieval accuracy;visual features;visual gesture features","Algorithms;Arm;Artificial Intelligence;Cluster Analysis;Communication Aids for Disabled;Computer Simulation;Humans;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Natural Language Processing;Numerical Analysis, Computer-Assisted;Pattern Recognition, Automated;Quality Control;Reproducibility of Results;Sensitivity and Specificity;Sign Language;Signal Processing, Computer-Assisted;Subtraction Technique;User-Computer Interface","5","","35","","","April 2004","","IEEE","IEEE Journals & Magazines"
"Face sketch recognition","Xiaoou Tang; Xiaogang Wang","Dept. of Inf. Eng., Chinese Univ. of Hong Kong, China","IEEE Transactions on Circuits and Systems for Video Technology","20040130","2004","14","1","50","57","Automatic retrieval of face images from police mug-shot databases is critically important for law enforcement agencies. It can effectively help investigators to locate or narrow down potential suspects. However, in many cases, a photo image of a suspect is not available and the best substitute is often a sketch drawing based on the recollection of an eyewitness. We present a novel photo retrieval system using face sketches. By transforming a photo image into a sketch, we reduce the difference between photo and sketch significantly, thus allowing effective matching between the two. Experiments over a data set containing 188 people clearly demonstrate the efficacy of the algorithm.","1051-8215;10518215","","10.1109/TCSVT.2003.818353","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1262031","","Banking;Data security;Face recognition;Humans;Image databases;Image retrieval;Information retrieval;Law enforcement;Spatial databases;Video surveillance","face recognition;image matching;image retrieval;police;visual databases","automatic face image retrieval;face sketch recognition;image matching;image transformation;law enforcement agencies;photo image;photo retrieval system;police mug-shot databases;sketch drawing","","121","","20","","","Jan. 2004","","IEEE","IEEE Journals & Magazines"
"Video/image retrieval system based on MPEG-7 (VIRS)","Jae-Ho Lee; Hyoung-Joon Kim; Whoi-Yul Kim","Image Eng. Lab., Hanyang Univ., Seoul, South Korea","International Conference on Information Technology: Research and Education, 2003. Proceedings. ITRE2003.","20040308","2003","","","79","83","An increasing in quantity of multimedia data brought a new problem that expected data should be retrieved fast and exactly. The adequate representation is a key element for the efficient retrieval. For this reason, MPEG-7 standard was established for description of multimedia data. However, the content of the standard is massive, and the approach method is not clear for real application system yet. We suggest implementation scheme of retrieval system with using visual descriptors only, and present the performance results of developed system. From the results of developed system, MPEG-7 VIRS (video/image retrieval system), we analyze the retrieval performances between using the use of individual descriptor and using multiple descriptors, and show a layout for the real application systems.","","POD:0-7803-7724-9","10.1109/ITRE.2003.1270577","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1270577","","Application software;Cameras;Content based retrieval;Image retrieval;Information retrieval;MPEG 7 Standard;Mobile handsets;Performance analysis;Publishing;Standardization","content-based retrieval;image retrieval;multimedia databases;video coding;video databases;visual databases","MPEG-7 VIRS;content-based retrieval;multimedia data searching;video coding;video-image retrieval system;visual descriptor","","1","","20","","","11-13 Aug. 2003","","IEEE","IEEE Conference Publications"
"An intelligent image retrieval system using XML","Sungyong Hong; Yunmook Nah","Dept. of Comput. Eng., Dankook Univ., South Korea","10th International Multimedia Modelling Conference, 2004. Proceedings.","20040219","2004","","","363","","With the rapid development of Internet technology, the number of Internet users and the amount of multimedia information on the Internet is ever increasing. Recently, the Web sites, such as e-business sites and shopping mall sites, deal with lots of image information. As a result, it is required to support content-based image retrieval efficiently on such image data. This paper proposes an intelligent image retrieval system, which adopts XML technology. To support object-based content retrieval on product catalog images containing multiple objects, we describe a multilevel metadata structure representing the local features, global features, and semantics of image data. To enable semantic-based and content-based retrieval on such image data, we design an XML-schema for the proposed metadata. We also describe how to automatically transform the retrieval results into the forms suitable for the various user environments, such as Web browser or mobile browser, using XSLT. The proposed scheme can be utilized to enable efficient image metadata sharing between systems, and it will contribute in improving the retrieval correctness and the user's satisfaction on content-based e-catalog image retrieval.","","POD:0-7695-2084-7","10.1109/MULMM.2004.1265010","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265010","","Content based retrieval;Data mining;Feature extraction;Image analysis;Image retrieval;Information retrieval;Intelligent systems;Internet;Tellurium;XML","Internet;Web sites;XML;content-based retrieval;electronic commerce;image retrieval;knowledge based systems;meta data;object-oriented methods","Internet;XML;XSLT;content-based image retrieval;e-business sites;image retrieval system;intelligent retrieval;metadata structure;multimedia;object-based content retrieval;product catalog images;semantic-based retrieval;shopping mall sites","","2","","1","","","5-7 Jan. 2004","","IEEE","IEEE Conference Publications"
"ClassView: hierarchical video shot classification, indexing, and accessing","Jianping Fan; A. K. Elmagarmid; Xingquan Zhu; W. G. Aref; Lide Wu","Dept. of Comput. Sci., North Carolina Univ., Charlotte, NC, USA","IEEE Transactions on Multimedia","20040130","2004","6","1","70","86","Recent advances in digital video compression and networks have made video more accessible than ever. However, the existing content-based video retrieval systems still suffer from the following problems. 1) Semantics-sensitive video classification problem because of the semantic gap between low-level visual features and high-level semantic visual concepts; 2) Integrated video access problem because of the lack of efficient video database indexing, automatic video annotation, and concept-oriented summary organization techniques. In this paper, we have proposed a novel framework, called ClassView, to make some advances toward more efficient video database indexing and access. 1) A hierarchical semantics-sensitive video classifier is proposed to shorten the semantic gap. The hierarchical tree structure of the semantics-sensitive video classifier is derived from the domain-dependent concept hierarchy of video contents in a database. Relevance analysis is used for selecting the discriminating visual features with suitable importances. The Expectation-Maximization (EM) algorithm is also used to determine the classification rule for each visual concept node in the classifier. 2) A hierarchical video database indexing and summary presentation technique is proposed to support more effective video access over a large-scale database. The hierarchical tree structure of our video database indexing scheme is determined by the domain-dependent concept hierarchy which is also used for video classification. The presentation of visual summary is also integrated with the inherent hierarchical video database indexing tree structure. Integrating video access with efficient database indexing tree structure has provided great opportunity for supporting more powerful video search engines.","1520-9210;15209210","","10.1109/TMM.2003.819583","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1261888","","Classification tree analysis;Content based retrieval;Data analysis;Indexing;Information retrieval;Large-scale systems;Spatial databases;Tree data structures;Video compression;Visual databases","data compression;database indexing;image classification;image retrieval;video coding;video databases","ClassView;digital video compression;domain-dependent concept hierarchy;expectation-maximization algorithm;hierarchical semantics-sensitive video classifier;hierarchical tree structure;hierarchical video shot classification;large-scale database;summary presentation technique;video database indexing;video retrieval;visual summarization","","64","4","54","","","Feb. 2004","","IEEE","IEEE Journals & Magazines"
"An XQuery engine for digital library systems that support XML data","Ji-Hoon Kang; Chul-Su Kim; Eun-Jung Ko","Dept. of Comput. Sci., Chungnam Nat. Univ., Daejeon, South Korea","2004 International Symposium on Applications and the Internet Workshops. 2004 Workshops.","20040303","2004","","","255","259","XML has become widely accepted for both representation and exchange of data over the Internet. This situation urges digital library systems to deal with XML documents as well as typical text documents. A standard query language is very helpful for interoperability among digital library systems over the Internet. XQuery is a forthcoming standard for querying XML data. We propose an XQuery engine that can be used as an XQuery processing module in digital library systems that support XML documents. Our system has the following useful aspects. First, any user interface that generates XQuery is able to access any digital library systems embedding our XQuery engine. Second, we define primitive operation trees (POTs) so that they can become a standard interface between an XQuery engine and an information retrieval engine. Third, some query optimizations over POTs can be done in the XQuery engine so that better searching performance is expected.","","POD:0-7695-2050-2","10.1109/SAINTW.2004.1268643","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1268643","","Computer science;Database languages;Information retrieval;Internet;MPEG 7 Standard;Multimedia systems;Search engines;Software libraries;User interfaces;XML","Internet;XML;digital libraries;information retrieval;open systems;query languages;query processing;search engines;user interfaces","Internet;XML documents;XQuery engine;XQuery processing;digital library;information retrieval;interoperability;primitive operation trees;query language;query optimizations;querying XML data;text documents;user interface","","0","8","16","","","26-30 Jan. 2004","","IEEE","IEEE Conference Publications"
"The virtual microscope","U. Catalyurek; M. D. Beynon; Chialin Chang; T. Kurc; A. Sussman; J. Saltz","Dept. of Biomed. Informatics, Ohio State Univ., Columbus, OH, USA","IEEE Transactions on Information Technology in Biomedicine","20040206","2003","7","4","230","248","We present the design and implementation of the virtual microscope, a software system employing a client/server architecture to provide a realistic emulation of a high power light microscope. The system provides a form of completely digital telepathology, allowing simultaneous access to archived digital slide images by multiple clients. The main problem the system targets is storing and processing the extremely large quantities of data required to represent a collection of slides. The virtual microscope client software runs on the end user's PC or workstation, while database software for storing, retrieving and processing the microscope image data runs on a parallel computer or on a set of workstations at one or more potentially remote sites. We have designed and implemented two versions of the data server software. One implementation is a customization of a database system framework that is optimized for a tightly coupled parallel machine with attached local disks. The second implementation is component-based, and has been designed to accommodate access to and processing of data in a distributed, heterogeneous environment. We also have developed caching client software, implemented in Java, to achieve good response time and portability across different computer platforms. The performance results presented show that the Virtual Microscope systems scales well, so that many clients can be adequately serviced by an appropriately configured data server.","1089-7771;10897771","","10.1109/TITB.2004.823952","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1263896","","Computer architecture;Concurrent computing;Database systems;Emulation;Image databases;Image retrieval;Information retrieval;Microscopy;Software systems;Workstations","PACS;biomedical optical imaging;diseases;optical microscopy;virtual reality","Java;client software;client/server architecture;computer platforms;configured data server;data server software;database software;digital slide images;digital telepathology;high power light microscope;local disks;microscope image data;multiple clients;software system;virtual microscope design","Computer Graphics;Computer Simulation;Database Management Systems;Environment;Equipment Design;Equipment Failure Analysis;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Microscopy;Software;Software Design;Systems Integration;Telepathology;User-Computer Interface","34","10","40","","","Dec. 2003","","IEEE","IEEE Journals & Magazines"
"Ionospheric effects for L-band 2-D interferometric radiometry","P. Waldteufel; N. Floury; E. P. Dinnat; G. Caudal","IPSL/Service d'Aeronomie, Centre Nat. de la Recherche Scientifique, Verrieres Le Buisson, France","IEEE Transactions on Geoscience and Remote Sensing","20040130","2004","42","1","105","118","Ionospheric effects are a potential error source for the estimation of surface quantities such as sea surface salinity, using L-band radiometry. This study is carried out in the context of the SMOS future space mission, which uses an interferometric radiometer. We first describe the way the Faraday rotation angle due to electron content along the observing path varies across the two-dimensional field of view. Over open ocean surfaces, we show that it is possible to retrieve the total electron content (TEC) at nadir from radiometric data considered over the bulk of the field of view, with an accuracy better than 0.5 TEC units, compatible with requirements for surface salinity observations. Using a full-polarimetric design improves the accuracy on the estimated TEC value. The random uncertainty on retrieved salinity is decreased by about 15% with respect to results obtained when using only data for the first Stokes parameter, which is immune to Faraday rotation. Similarly, TEC values over land surfaces may be retrieved with the accuracy required in the context of soil moisture measurements. Finally, direct TEC estimation provides information which should allow to correct for ionospheric attenuation as well.","0196-2892;01962892","","10.1109/TGRS.2003.817685","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1262589","","Content based retrieval;Electrons;Information retrieval;L-band;Land surface;Oceans;Radiometry;Sea surface;Sea surface salinity;Space missions","ionospheric electromagnetic wave propagation;radiometry;radiowave interferometry","0.5 TEC units;2D field of view;2D interferometric radiometry;Faraday rotation angle;L-band radiometry;SMOS future space mission;Stokes parameter;TEC estimation;electromagnetic propagation;interferometric radiometer;ionospheric attenuation;ionospheric effects;land surfaces;nadir;observing path;open ocean surfaces;radiometric data;random uncertainty;remote sensing;sea surface salinity;soil moisture measurements;surface quantity estimation;total electron content","","13","","25","","","Jan. 2004","","IEEE","IEEE Journals & Magazines"
"A multimedia document database model based on multilayered description supporting complex multimedia structural and semantic contents","Yan Jianfeng; Zhang Yang; Li Zhanhuai","Northwestern Polytech. Univ., China","10th International Multimedia Modelling Conference, 2004. Proceedings.","20040219","2004","","","33","39","Along with the widely used Internet, the research of multimedia data management becomes more and more important. The traditional information retrieval (IR) system that manages the alphanumeric data is changing to the multimedia information retrieval (MIR) system whose purpose is to storage and retrieval multimedia data. As the kernel of the MIR system, multimedia document database must provide a normal and strict data model to present the overall and detailed content information of multimedia data. This kind of presentation does not only contain the content based on the structured features (e.g. spatial relations) but also on the semantic features (e.g. the information ""shake hands""). But most of current data models of multimedia document database have some shortage in providing the description of this information in different layers and different granularities. In this paper, we locate the content information of the multimedia documents into several proper layers and define MDU (multimedia document basic unit) to collect this information in different granularities. And then, we discuss the relations among MDUs. Combining the definitions above, we can formalize the presentation of the multimedia documents and multimedia document database. An example is provided to explain how to use this presentation method, and we also compare this method with related works. And, we explain how to query multimedia data on our model.","","POD:0-7695-2084-7","10.1109/MULMM.2004.1264964","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264964","","Computer science;Computer science education;Data engineering;Data models;Information retrieval;Internet;Kernel;Multimedia databases;Multimedia systems;Spatial databases","Internet;document image processing;image retrieval;multimedia databases","Internet;alphanumeric data;database management system;multilayered description;multimedia data management;multimedia data retrieval;multimedia data storage;multimedia document basic unit;multimedia document database;multimedia document presentation;multimedia information retrieval;multimedia semantic contents;multimedia structural content;semantic features;spatial relations","","2","","13","","","5-7 Jan. 2004","","IEEE","IEEE Conference Publications"
"An efficient wrapper generation in DIMS","L. Fan","CNRS, Univ. de Valenciennes et du Hainaut Cambresis, France","International Conference on Information Technology: Research and Education, 2003. Proceedings. ITRE2003.","20040308","2003","","","525","529","We discuss the problem of distributed, autonomous and heterogeneous Web data sources wrapper, describe an efficient innovate wrapper generation for access, retrieve these information. Our approach is an XML-based methodology whose goal extends for beyond simple ""screen scrapping"". Our system architecture is based on famous mediator-wrapper architecture. We use some efficient tools, such as Fatdog's XQEngine, Jarkarta Lucene, Jtidy, JDBC or JDBC-ODBC bridge drivers, to facile wrapper heterogeneous Web sources into standard XML data, and translate the user's query to related wrapper using mediator and integrate these results. For demonstration, we develop distributed information management system (DIMS) framework that is an XML-based, mediator-wrapper architecture information integration system for accessing these Web sources. An approach for DIMS wrapper generation is mainly discussed.","","POD:0-7803-7724-9","10.1109/ITRE.2003.1270674","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1270674","","Bridges;Data mining;Data models;HTML;Information management;Information retrieval;Internet;Service oriented architecture;Wrapping;XML","Internet;XML;information retrieval","Fatdog XQEngine tool;JDBC-ODBC bridge drivers tool;Jarkarta Lucene tool;Jtidy tool;Web data sources wrapper;XML;XML-based mediator-wrapper architecture;distributed information management system;information extraction;information integration system;screen scrapping","","0","2","25","","","11-13 Aug. 2003","","IEEE","IEEE Conference Publications"
"Personalized Web search for improving retrieval effectiveness","Fang Liu; C. Yu; Weiyi Meng","Dept. of Comput. Sci., Illinois Univ., Chicago, IL, USA","IEEE Transactions on Knowledge and Data Engineering","20040219","2004","16","1","28","40","Current Web search engines are built to serve all users, independent of the special needs of any individual user. Personalization of Web search is to carry out retrieval for each user incorporating his/her interests. We propose a novel technique to learn user profiles from users' search histories. The user profiles are then used to improve retrieval effectiveness in Web search. A user profile and a general profile are learned from the user's search history and a category hierarchy, respectively. These two profiles are combined to map a user query into a set of categories which represent the user's search intention and serve as a context to disambiguate the words in the user's query. Web search is conducted based on both the user query and the set of categories. Several profile learning and category mapping algorithms and a fusion algorithm are provided and evaluated. Experimental results indicate that our technique to personalize Web search is both effective and efficient.","1041-4347;10414347","","10.1109/TKDE.2004.1264820","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264820","","Bandwidth;Displays;History;Information filtering;Information retrieval;Libraries;Search engines;Web search","human factors;information retrieval;search engines;user interfaces","Web search engines;category hierarchy;category mapping algorithms;fusion algorithm;personalized Web search;profile learning;retrieval effectiveness;search intention;special needs;user profiles;user search histories","","95","23","41","","","Jan. 2004","","IEEE","IEEE Journals & Magazines"
