"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1373510,1373761,1423561,1423299,1423567,1422367,1423482,1423749,1421376,1402286,1412481,1410525,1411824,1409657,1413254,1407190,1410847,1410803,1410849,999219,1410888,1410828,1410780,1401083,1400836,1398451,1394713,1394375,1394558,1394175,1385970,1393184,1387719,1382024,1385467,1385742,1385347,1385439,1381205,1379858,1374321,1380013,1376662,1380050,1374268,1374222,1372429,1375376,1374190,1375373,1365116,1372411,1363923,1357300,1358038,1358034,1358035,1356864,1347761,1349188,1278692,1278693,1345033,1347604,1343076,1342972,1339266,1336151,1296517,1336219,1336144,1333443,1331344,1286465,1283905,1286463,1281338,1286637,1287639,1284009,1277824,880010,1318484,1317325,1314411,1310441,1307877,1307932,1307801,1306944,1306941,1299434,1296908,1290170,1285839,1286783,1281192,1275934,1275935,1273269",2017/05/04 20:32:38
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Coding of sung queries for music information retrieval","N. H. Adams; M. A. Bartsch; G. H. Wakefield","Dept. of Electr. Eng. & Comput. Sci., Michigan Univ., Ann Arbor, MI, USA","2003 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (IEEE Cat. No.03TH8684)","20040419","2003","","","139","142","Much research in music information retrieval has focused on query-by-humming systems, which search melodic databases using sung queries. The database retrieval aspect of such systems has received considerable attention, but the query processing and the resulting melodic representation have not been examined as carefully. Common methods for query processing are rudimentary, which suggests that more advanced methods might improve retrieval performance. Researchers have also proposed that coarsely quantized melodic representations might improve performance, but these claims have not been carefully investigated. We examine several advanced query processing methods as well as quantized melodic representations for a query-by-humming system. We compute the retrieval accuracy of a complete query-by-humming system that uses these transcription methods along with varying degrees of pitch and duration quantization. We also compare the transcription methods in isolation by computing their segmentation performance. The results show that more advanced query processing can improve both segmentation performance and retrieval performance. Further, coarsely quantizing the melodic representation generally degrades retrieval accuracy rather than improving it.","","POD:0-7803-7850-4","10.1109/ASPAA.2003.1285839","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1285839","","Computational complexity;Databases;Degradation;Information retrieval;Multiple signal classification;Music information retrieval;Quantization;Query processing;Robustness;Signal processing","audio coding;audio databases;music;quantisation (signal);query processing;signal representation","duration quantization;melodic databases;music information retrieval;pitch quantization;quantized melodic representation;query processing;query-by-humming;segmentation performance;sung query coding;transcription methods","","2","","8","","","19-22 Oct. 2003","","IEEE","IEEE Conference Publications"
"Ontology-based information retrieval of Web services in virtual enterprise","Youzhi Xu; Jie Shen; Zhimin Chen","Inst. of Inf. Technol., Yangzhou Univ., China","IEEE International Conference onServices Computing, 2004. (SCC 2004). Proceedings. 2004","20041122","2004","","","441","444","The virtual enterprise (VE), which joins many enterprises in order to share their costs, skills and resources in supporting a certain goal, is playing an important role in e-commerce. In a VE, how information is shared among participants is a difficult problem. The emergence of Web services provides us with a new method to resolve it. In this paper, we propose a framework of a Web services based intranet in VE (WIVE). Its focus is on the idea of information retrieval based on ontology. By the use of ontology and agent technology, we bring semantics to Web services in the VE intranet and improve the correctness of information retrieval.","","POD:0-7695-2225-4","10.1109/SCC.2004.1358038","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1358038","","Associate members;Costs;Information retrieval;Information technology;Multiagent systems;Ontologies;Virtual enterprises;Web services;XML","electronic commerce;information retrieval;intranets;multi-agent systems;ontologies (artificial intelligence);semantic Web;virtual enterprises","Web service;e-commerce;information sharing;intranet;multiagent system;ontology-based information retrieval;virtual enterprise","","0","","7","","","15-18 Sept. 2004","","IEEE","IEEE Conference Publications"
"An information retrieval model based on probabilistic network","Dongyu Shi; Zhengwei Qi; Cheng Fu; Jinyuan You","Dept. of Comput. Sci. & Eng., Shanghai Jiao Tong Univ., China","IEEE International Conference onServices Computing, 2004. (SCC 2004). Proceedings. 2004","20041122","2004","","","423","426","This work presents an information retrieval model based on a kind of probabilistic network. The dependence relationships between terms and documents are represented by the topology of the network. The network contains two parts: the term layer and the document layer. The term relationships are represented as an undirected probabilistic network, with the directed arcs toward the nodes indexed in the document layer. Using a learning algorithm, the topology and the probabilities encoding the strength of the relationships can be learned from the document collection automatically. We also provide a two-part inference process to obtain the relevance of the documents to a given query.","","POD:0-7695-2225-4","10.1109/SCC.2004.1358034","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1358034","","Computer networks;Information retrieval","belief networks;document handling;inference mechanisms;information retrieval;learning (artificial intelligence)","directed arc;document layer;information retrieval model;learning algorithm;probabilistic network;probability;term layer","","1","","9","","","15-18 Sept. 2004","","IEEE","IEEE Conference Publications"
"Audio Indexing for Efficient Music Information Retrieval","I. Karydis; A. Nanopoulos; A. N. Papadopoulos; Y. Manolopoulos","Aristotle University","11th International Multimedia Modelling Conference","20050214","2005","","","22","29","This paper presents an algorithm that efficiently retrieves audio data similar to an audio query. The proposed method utilises a feature extraction method for acoustical music sequences. The extracted features are grouped by Minimum Bounding Rectangles (MBRs) and indexed by means of a spatial access method. We also present a novel false alarm resolution method that utilises a reverse order schema while calculating the distance of the query and results, in order to avoid costly operations. Performance evaluation results show that the proposed technique achieves considerable performance improvement in comparison to an existing method.","1550-5502;15505502","POD:0-7695-2164-9","10.1109/MMMC.2005.22","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1385970","","Content based retrieval;Data engineering;Feature extraction;Indexing;Informatics;Multidimensional systems;Music information retrieval;Rhythm;Spectral analysis;Time series analysis","","","","9","","22","","","12-14 Jan. 2005","","IEEE","IEEE Conference Publications"
"Towards agent societies for information retrieval","H. Billhardt; S. Ossowski","Dept. of Comput. Sci., Universidad Rey Juan Carlos, Spain","2004 IEEE International Conference on Systems, Man and Cybernetics (IEEE Cat. No.04CH37583)","20050307","2004","6","","5584","5589 vol.6","Building decentralised information retrieval systems is one of the key challenges for the future Internet. These systems will most probably take the shape of open multiagent systems - societies of information agents that coordinate in a peer-to-peer fashion. In this paper we first analyse current IR methods so as to identify shortcomings in scalability and personalization of the information services. We then draw upon ideas from peer-to-peer technologies, to determine the requirements, and sketch the structure, of future societies of information agents.","1062-922X;1062922X","POD:0-7803-8566-7","10.1109/ICSMC.2004.1401083","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401083","","Computational intelligence;Computer science;Information analysis;Information retrieval;Internet;Multiagent systems;Peer to peer computing;Scalability;Search engines;Shape","Internet;information retrieval;multi-agent systems;multivariable systems;peer-to-peer computing","IR methods;agent societies;decentralised information retrieval systems;future Internet;open multiagent systems;peer-to-peer technologies","","0","","44","","","10-13 Oct. 2004","","IEEE","IEEE Conference Publications"
"A selectivity model for fragmented relations: applied in information retrieval","H. E. Blok; S. Choenni; H. M. Blanken; P. M. G. Apers","Dept. of Comput. Sci., Twente Univ., Enschede, Netherlands","IEEE Transactions on Knowledge and Data Engineering","20040802","2004","16","5","635","639","New application domains cause today's database sizes to grow rapidly, posing great demands on technology. Data fragmentation facilitates techniques (like distribution, parallelization. and main-memory computing) meeting these demands. Also, fragmentation might help to improve efficient processing of query types such as top N. Database design and query optimization require a good notion of the costs resulting from a certain fragmentation. Our mathematically derived selectivity model facilitates this. Once its two parameters have been computed based on the fragmentation, after each (though usually infrequent) update, our model can forget the data distribution, resulting in fast and quite good selectivity estimation. We show experimental verification for Zipfian distributed IR databases.","1041-4347;10414347","","10.1109/TKDE.2004.1277824","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1277824","","Computer applications;Concurrent computing;Context modeling;Cost function;Distributed computing;Distributed databases;Information retrieval;Mathematical model;Predictive models;Query processing","distributed databases;information retrieval;storage management","Zipfian distributed IR databases;data distribution;data fragmentation;database design;fragmented relations;information retrieval;main-memory computing;mathematically derived selectivity model;query optimization;query types;selectivity model","","0","1","25","","","May 2004","","IEEE","IEEE Journals & Magazines"
"Web-ticker: an adaptable news-based information retrieval tool for Web navigator","G. Das; R. K. Ghosh; H. Mohanty; S. Gurumurthy","Dept. of Comput. Sci. & Eng., Indian Inst. of Technol., India","TENCON 2003. Conference on Convergent Technologies for Asia-Pacific Region","20040315","2003","2","","698","702 Vol.2","We propose a retrieval model for news-based information contents over the WWW. We have integrated Web-tickers with a navigation browser. It works as an adaptable dynamic information retrieval tool embedded with the browser for Web navigation. The system has been implemented using both mobile and static agents, but provides inter-operability between the agents and the conventional request-response environment.","","POD:0-7803-8162-9","10.1109/TENCON.2003.1273269","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273269","","Content based retrieval;Data mining;Feeds;Information retrieval;Intelligent agent;Mobile agents;Navigation;Peer to peer computing;Search engines;World Wide Web","Internet;information retrieval;mobile agents;online front-ends;software agents","Web browser;Web navigation browser;Web-ticker;dynamic information retrieval tool;mobile agents;news-based information retrieval tool;static agents","","0","1","6","","","15-17 Oct. 2003","","IEEE","IEEE Conference Publications"
"Optimal Information Retrieval under Asymmetric Information in Constrained Power Markets","S. Nuchprayoon; M. M. Begovic; D. Novosel","Chiang Mai University, Chiang Mai, Thailand","Proceedings of the 38th Annual Hawaii International Conference on System Sciences","20050124","2005","","","56","56","The problem of asymmetric information in electricity market is due to uncertainty in determining individual cost functions in assessing the participants' bids. Individual loads or demand functions are assumed to be known to all participants. Based on the information asymmetry, it is proposed that individual generators may attempt to optimize their operating profits by making assumptions about the uncertain information. Each generator selects a supply bid curve as the best response to all simulated bidding scenarios. After observing the actual outcomes and performing sensitivity analysis from the most similar bidding scenario, the bids are adjusted for subsequent use. The optimality of the decisions may need to be altered by the power system constraints. The objective of the paper is to provide a possible way of extracting information from the bidding process rather than analyzing the strategic behavior of the generators.","1530-1605;15301605","POD:0-7695-2268-8","10.1109/HICSS.2005.475","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1385347","","Cost function;Data mining;Electricity supply industry;Information analysis;Information retrieval;Power markets;Power system analysis computing;Power system simulation;Sensitivity analysis;Uncertainty","","Information asymmetry;electricity market","","0","","10","","","03-06 Jan. 2005","","IEEE","IEEE Conference Publications"
"Topic based language models for ad hoc information retrieval","L. Azzopardi; M. Girolami; C. J. van Rijsbergen","Sch. of ICT, Paisley Univ., UK","2004 IEEE International Joint Conference on Neural Networks (IEEE Cat. No.04CH37541)","20050117","2004","4","","3281","3286 vol.4","We propose a topic based approach to language modelling for ad-hoc information retrieval (IR). Many smoothed estimators used for the multinomial query model in IR rely upon the estimated background collection probabilities. In this paper, we propose a topic based language modelling approach, that uses a more informative prior based on the topical content of a document. In our experiments, the proposed model provides comparable IR performance to the standard models, but when combined in a two stage language model, it outperforms all other estimated models.","1098-7576;10987576","POD:0-7803-8359-1","10.1109/IJCNN.2004.1381205","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1381205","","Hidden Markov models;Information retrieval;Mathematical model;Optical computing;Smoothing methods;Vocabulary","information retrieval;probability","ad hoc information retrieval;background collection probability;language model;multinomial query model","","13","","14","","","25-29 July 2004","","IEEE","IEEE Conference Publications"
"Challenges in Electronic Roads in the Information Society: content-based image retrieval and IP DiffServ","Y. Mylonas; C. Pattichis; A. Pitsillides; S. Panis","Cyprus Univ., Cyprus","2000 10th Mediterranean Electrotechnical Conference. Information Technology and Electrotechnology for the Mediterranean Countries. Proceedings. MeleCon 2000 (Cat. No.00CH37099)","20040802","2000","2","","619","622 vol.2","The objective of this study is to address some technological challenges that we faced within the Electronic Roads in the Information Society (ERIS) project. The main task of ERIS is to investigate an approach for dynamic construction of electronic roads, primarily of cultural content. An electronic road can be visualized as a virtual multidimensional information road, supported by distributed digital library that contains digital information such as video, audio, images and text. The distributed digital library is accessed with intelligent means to ease navigation. ERIS has to resolve several issues in different disciplines such as computer networks, digital libraries, coordination models, synchronisation models and system design. In this paper, we restrict ourselves to investigate two key areas: contend-based image retrieval (CBIR), and the provision of quality of service (QoS) to the networked services, or lack of it in the current Internet. To provide better QoS to the users, we investigate new previously proposed Internet architectures, which aim to provide rudimentary QoS through service differentiation, i.e. IP-DiffServ.","","POD:0-7803-6290-X","10.1109/MELCON.2000.880010","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=880010","","Content based retrieval;Cultural differences;Diffserv networks;Image retrieval;Information retrieval;Quality of service;Roads;Software libraries;Visualization;Web and internet services","Internet;content-based retrieval;digital libraries;image retrieval;quality of service;transport protocols","ERIS project;Electronic Roads in the Information Society;IP DiffServ;Internet;QoS provision;audio;computer networks;content-based image retrieval;coordination models;digital information;distributed digital library;images;navigation;networked services;quality of service;service differentiation;synchronisation models;system design;text;video;virtual multidimensional information road","","0","","10","","","2000","","IEEE","IEEE Conference Publications"
