"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1020957,1021462,1026510,1024761,1029953,1021073,1024759,1026477,1026235,1032209,980543,957039,1008893,943721,1009027,918934,1007263,918869,931806,1004353,953703,957014,1008894,931790,953060,934334,942017,1004513,938453,1011379,1000391,1006656,933755,1000351,1017738,953065,905073,958597,1015549,918728,914863,953916,925411,918829,940051,957013,1014574,944458,1009057,999900,1011366,953859,963104,934058,942580,885071,942207,883003,926653,869612,882411,973025,850789,897197,871458,887844,972058,859326,887269,875123,878183,904635,870334,902859,838689,843295,983029,845202,973041,890409,882400,942154,871571,875079,973042,875013,971960,885798,976827,884381,882416,873742,841934,972521,880450,869615,977508,942181,978273,859741",2017/05/04 20:33:36
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Adapting information presentation and retrieval through user modelling","N. Bogonikolos; C. Makris; A. Tsakalidis; B. Vassiliadis","ZEUS Consulting S.A., Patras, Greece","Proceedings International Conference on Information Technology: Coding and Computing","20020807","2001","","","399","404","The amount of structured information available in Internet sources is rapidly increasing. This information includes commercial databases on product information and information on e-services forming the so-called e-shops. However, the process of using this information has become more complicated, and can sometimes be tedious for users with different goals, interests, levels of expertise, abilities and preferences. This paper deals with the definition of an architectural framework for intelligent, adaptive and personalised navigation within large hypertext electronic commerce environments","","POD:0-7695-1062-0","10.1109/ITCC.2001.918829","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=918829","","Business;Databases;Decision making;Electronic commerce;Informatics;Information retrieval;Internet;Navigation;Runtime;Usability","Internet;adaptive systems;electronic commerce;hypermedia;information retrieval;online front-ends;user modelling","Internet sources;architectural framework;commercial databases;electronic commerce;electronic services;electronic shops;hypertext;information presentation adaptation;information retrieval adaptation;intelligent, adaptive and personalised navigation;product information;structured information;user abilities;user expertise;user goals;user interests;user modelling;user preferences","","0","","12","","","Apr 2001","02 Apr 2001-04 Apr 2001","IEEE","IEEE Conference Publications"
"Meta data-a key to data acquisition and information retrieval","P. J. A. Reusch","Fachhochschule Dortmund, Germany","Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, International Workshop on, 2001.","20020807","2001","","","220","223","Meta data have a long tradition in several areas. Meta data help to structure data or documents and to classify the contents. It is important to recognize the power of existing meta data (thesauri, classifications, etc.) and to use such meta data and to expand such meta data for advanced data acquisition and information retrieval. To expand meta data modern learning systems should be used and an open communication model that integrates different aspects of data and meta data. Results of an information retrieval project are described and a new multi-level model of meta data is introduced","","POD:0-7803-7164-X","10.1109/IDAACS.2001.942017","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=942017","","Books;Content based retrieval;Data acquisition;Databases;History;Humans;Information retrieval;Learning systems;Libraries;Thesauri","classification;data acquisition;information retrieval;learning systems;meta data","classification;data acquisition;data structuring;document structuring;information retrieval;learning systems;meta data;multi-level model;open communication model","","0","","13","","","2001","01 Jul 2001-04 Jul 2001","IEEE","IEEE Conference Publications"
"A co-evolutionary framework for clustering in information retrieval systems","A. Aizawa","Nat. Inst. of Informatics, Tokyo, Japan","Evolutionary Computation, 2002. CEC '02. Proceedings of the 2002 Congress on","20020807","2002","2","","1787","1792","This paper presents a co-evolutionary framework for clustering in text-based information retrieval systems. The prominent feature of the proposed method is that documents and terms are clustered simultaneously into overlapping multiple clusters. The mathematical formulation and implementation of the clustering method are briefly introduced, together with some experimental results","","POD:0-7803-7282-4","10.1109/CEC.2002.1004513","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1004513","","Clustering methods;Evolutionary computation;Explosives;Frequency;History;Informatics;Information retrieval;Navigation;Sparse matrices;Symmetric matrices","evolutionary computation;information retrieval;information retrieval systems;pattern clustering","co-evolutionary framework;document clustering;mathematical formulation;overlapping multiple clusters;term clustering;text-based information retrieval systems","","2","","16","","","2002","12 May 2002-17 May 2002","IEEE","IEEE Conference Publications"
"Discriminating capabilities of syllable-based features and approaches of utilizing them for voice retrieval of speech information in Mandarin Chinese","Berlin Chen; Hsin-min Wang; Lin-shan Lee","Inst. of Inf. Sci., Acad. Sinica, Taipei, Taiwan","IEEE Transactions on Speech and Audio Processing","20021107","2002","10","5","303","314","With the rapidly growing use of the audio and multimedia information over the Internet, the technology for retrieving speech information using voice queries is becoming more and more important. In this paper, considering the monosyllabic structure of the Chinese language, a whole class of syllable-based indexing features, including overlapping segments of syllables and syllable pairs separated by a few syllables, is extensively investigated based on a Mandarin broadcast news database. The strong discriminating capabilities of such syllable-based features were verified by comparing with the word- or character-based features. Good approaches for better utilizing such capabilities, including fusion with the word- and character-level information and improved approaches to obtain better syllable-based features and query expressions, were extensively investigated. Very encouraging experimental results were obtained.","1063-6676;10636676","","10.1109/TSA.2002.802541","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1021073","","Digital multimedia broadcasting;Indexing;Information retrieval;Information science;Internet;Multimedia communication;Natural languages;Spatial databases;Speech recognition;Vocabulary","feature extraction;information retrieval;natural languages;speech processing","Chinese language;Internet;Mandarin Chinese;Mandarin broadcast news database;audio information;character-based features;discriminating capabilities;monosyllabic structure;multimedia information;overlapping segments;query expressions;speech information retrieval;syllable-based approaches;syllable-based indexing features;voice retrieval;word-based features","","29","1","36","","","Jul 2002","","IEEE","IEEE Journals & Magazines"
"Information retrieval models for recovering traceability links between code and documentation","G. Antoniol; G. Canfora; G. Casazza; A. De Lucia","Fac. of Eng., Sannio Univ., Benevento, Italy","Proceedings 2000 International Conference on Software Maintenance","20020806","2000","","","40","49","The research described in the paper is concerned with the application of information retrieval to software maintenance, and in particular to the problem of recovering traceability links between the source code of a system and its free text documentation. We introduce a method based on the general idea of vector space information retrieval and apply it in two case studies to trace C++ source code onto manual pages and Java code onto functional requirements. The case studies discussed in the paper replicate the studies presented by G. Antoniol et al. (1999; 2000), respectively where a probabilistic information retrieval model was applied. We compare the results of vector space and probabilistic models and formulate hypotheses to explain the differences","1063-6773;10636773","POD:0-7695-0753-0","10.1109/ICSM.2000.883003","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=883003","","Software maintenance","C++ language;Java;information retrieval;program diagnostics;software maintenance;system documentation","C++ source code tracing;Java code;case studies;free text documentation;functional requirements;information retrieval models;manual pages;probabilistic information retrieval model;probabilistic models;software maintenance;source code;traceability link recovery;vector space;vector space information retrieval","","37","1","16","","","2000","11 Oct 2000-14 Oct 2000","IEEE","IEEE Conference Publications"
"Implementation of large-scale distributed information retrieval system","Liang Sun; Gen Cai Chen","","2001 International Conferences on Info-Tech and Info-Net. Proceedings (Cat. No.01EX479)","20020806","2001","3","","7","17 vol.3","Parallel and distributed IR holds great potential for tackling the performance and scale issues associated with the large and growing document collections currently available online. We surveyed a number of techniques for exploiting modern parallel architectures. We can easily implement a parallel system that works on both multiprocessor and distributed architectures with relatively little modification. We also present some challenges on parallel and distributed IR, and the future work for tackling these issues","","POD:0-7803-7010-4","10.1109/ICII.2001.983029","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=983029","","Application software;Computer networks;Concurrent computing;Design engineering;Distributed computing;Information retrieval;Large-scale systems;Network servers;Parallel processing;Protocols","information retrieval systems;multiprocessing systems;parallel architectures;query processing","distributed architectures;distributed information retrieval;document collections;large-scale distributed information retrieval system;multiprocessor architectures;parallel architectures;parallel information retrieval;parallel system;performance issues;scale issues","","1","","11","","","2001","29 Oct 2001-01 Nov 2001","IEEE","IEEE Conference Publications"
"Similarity or inference for assessing relevance in information retrieval","V. V. Cross","Dept. of Comput. Sci. & Eng., South Carolina Univ., Columbia, SC, USA","10th IEEE International Conference on Fuzzy Systems. (Cat. No.01CH37297)","20020807","2001","3","","1287","1290","The primary objective of an information retrieval system is to provide the user with relevant documents given the user's query. Numerous approaches to determining a document's relevance have been proposed based on the underlying retrieval model. In the paper, similarity-based and inference-based IR models are examined. A fuzzy information retrieval model is presented such that assessing document relevancy is based on the user's interpretation of the query term weights. The close relationship between the similarity-based and inference-based IR models is investigated in the context of the fuzzy information retrieval model","","POD:0-7803-7293-X","10.1109/FUZZ.2001.1008894","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1008894","","Computer science;Context modeling;Fuzzy set theory;Information retrieval;Logic;Proposals;Uncertainty","Boolean algebra;fuzzy logic;fuzzy set theory;inference mechanisms;relevance feedback","document relevance;fuzzy information retrieval model;inference-based models;query term weights;relevance assessment;relevant documents;retrieval model;similarity-based models","","1","1","22","","","2001","02 Dec 2001-05 Dec 2001","IEEE","IEEE Conference Publications"
"A medical digital library to support scenario and user-tailored information retrieval","W. W. Chu; D. B. Johnson; H. Kangarloo","Dept. of Comput. Sci., California Univ., Los Angeles, CA, USA","IEEE Transactions on Information Technology in Biomedicine","20020806","2000","4","2","97","107","Current large-scale information sources are designed to support general queries and lack the ability to support scenario-specific information navigation, gathering and presentation. As a result, users are often unable to obtain desired specific information within a well-defined subject area. Today's information systems do not provide efficient content navigation, incremental appropriate matching or content correlation. We are developing the following innovative technologies to remedy these problems: (1) scenario-based proxies, enabling the gathering and filtering of information customized for users within a pre-defined domain; (2) context-sensitive navigation and matching, providing approximate matching and similarity links when an exact match to a user's request is unavailable; (3) content correlation of documents, creating semantic links between documents and information sources; and (4) user models for customizing the retrieved information and the presentation of results. A digital medical library is currently being constructed using these technologies to provide customized information for the user. The technologies are general in nature and can provide custom and scenario-specific information in many other domains (e.g. crisis management).","1089-7771;10897771","","10.1109/4233.845202","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=845202","","Content based retrieval;Context modeling;Information filtering;Information filters;Information retrieval;Information systems;Large-scale systems;Matched filters;Navigation;Software libraries","digital libraries;information retrieval;medical information systems;user modelling","approximate content matching;content correlation;content-based proxies;content-based retrieval;context-sensitive matching;context-sensitive navigation;crisis management;customized results presentation;document content navigation;general queries;incremental matching;information filtering;information gathering;information navigation;information presentation;information systems;large-scale information sources;medical digital library;medical information systems;pre-defined domain;scenario-based proxies;scenario-specific information retrieval;semantic links;similarity links;user models;user-tailored information retrieval","Database Management Systems;Information Storage and Retrieval;Libraries, Medical","7","8","46","","","June 2000","","IEEE","IEEE Journals & Magazines"
"Mobile agents and their use for information retrieval: a brief overview and an elaborate case study","R. H. Glitho; E. Olougouna; S. Pierre","Ericsson Res., Montreal, Que., Canada","IEEE Network","20020807","2002","16","1","34","41","Mobile agents emerged in the mid-1990s, and have raised considerable interest in the research community. The proponents associate several benefits with their use. However, there are still very few quantitative measurements to back the claimed benefits. This article is devoted to mobile agents and their use for information retrieval. We provide a brief overview and an elaborate case study. The overview introduces the concept of mobile agent, enumerates the claimed benefits, and reviews the hindrances to widescale deployment. It also discusses the state of the art of mobile-agent-based information retrieval, including the very few quantitative studies that exist. Our case study is on information retrieval from electronic calendars for multiparty event scheduling. Many events require the participation of several parties. Prior knowledge of the date when most (if not all) targeted participants are available is often a prerequisite for scheduling them. However, identifying this date can easily turn into a nightmare, especially when the number of targeted participants is large. Nowadays, electronic agendas (e.g., MS Outlook) are stored on servers. An application can access them, retrieve information on the availability of the targeted participants, and derive the date from the information. In the case study, a mobile agent is dispatched in the network, instead of retrieving the information using the client/server paradigm. The agent visits the servers, accesses the agendas, retrieves the information, and identifies the date. Finding a date suitable for several potential participants may require the rescheduling of some events that have been previously arranged by some participants. We propose the use of agents that act as the personal agents of the participants for the negotiation inherent to this rescheduling. The measurements we have made indicate clearly that the mobile-agent-based approach outperforms its client/server counterpart even when the latter is optimized. These results can easily be transposed to most information retrieval applications, and demonstrate, for this specific application domain, the performance benefit associated with mobile agents. We now dispatch a single agent in the network. In the future, we will dispatch several agents","0890-8044;08908044","","10.1109/65.980543","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=980543","","Calendars;Computer aided software engineering;Information retrieval;Mobile agents;Multiagent systems;Network servers;Prototypes;Scheduling;Videoconference","client-server systems;information retrieval;local area networks;performance evaluation;software agents","Ethernet LAN;MS Outlook;client/server paradigm;electronic agendas;electronic calendars;information retrieval;mobile agents;multiparty event scheduling;network load data analysis;personal agents","","34","1","21","","","Jan/Feb 2002","","IEEE","IEEE Journals & Magazines"
"","","","Industrial and Commercial Power Systems Technical Conference, Annual Meeting","20120418","","","","","","","","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1000351","","","","","","","","","","","","","IEEE","IEEE Conference Publications"
"Fundamental limits for information retrieval","J. T. Coffey; M. Klimesh","Texas Instrum., Santa Rosa, CA, USA","IEEE Transactions on Information Theory","20020806","2000","46","7","2281","2298","The fundamental limits of performance for a general model of information retrieval from databases are studied. In the scenarios considered, a large quantity of information is to be stored on some physical storage device. Requests for information are modeled as a randomly generated sequence with a known distribution. The requests are assumed to be “context-dependent,” i.e., to vary according to the sequence of previous requests. The state of the physical storage device is also assumed to depend on the history of previous requests. In general, the logical structure of the information to be stored does not match the physical structure of the storage device, and consequently there are nontrivial limits on the minimum achievable average access times, where the average is over the possible sequences of user requests. The paper applies basic information-theoretic methods to establish these limits and demonstrates constructive procedures that approach them, for a wide class of systems. Allowing redundancy greatly lowers the achievable access times, even when the amount added is an arbitrarily small fraction of the total amount of information in the database. The achievable limits both with and without redundancy are computed; in the case where redundancy is allowed the limits essentially coincide with lower limits for more general storage systems","0018-9448;00189448","","10.1109/18.887844","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=887844","","Communication systems;Conferences;History;Image databases;Image storage;Information retrieval;Information science;Information theory;Instruments;Software libraries","database theory;information retrieval;information theory;redundancy","context-dependent requests;databases;distribution;general model;general storage systems;information retrieval;information-theoretic methods;logical structure;minimum achievable average access times;performance limits;previous requests history;randomly generated sequence;redundancy;requests;storage device","","0","","49","","","Nov 2000","","IEEE","IEEE Journals & Magazines"
