"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1185931,1186267,1186195,1185859,1185975,1187309,1186301,1186095,1187134,1186341,1186066,1187364,1183910,1184036,1183930,1184048,1183922,1184236,1184034,1185211,1183915,1183881,1184044,1184000,1183895,1184024,1183995,1184043,1181101,1179945,1179972,1183020,1181345,1181223,1183378,1181343,1180996,1181293,1182888,1182301,1182100,1183095,1180021,1181211,1181161,1181100,1181995,1179950,1182203,1183043,1181775,1183446,1183439,1179992,1181130,1181305,1183042,1180930,1183630,1181230,1183515,1180796,1181651,1181667,1180823,1181457,1181593,1181655,1181642,1181645,1180638,1180863,1180846,1181611,1181657,1181660,1181618,1180848,1181661,1180875,1180876,1175360,1174529,1174538,1174521,1179375,1176772,1176813,1175387,1175407,1174480,1176780,1176886,1177870,1174400,1137343,1176949,1177867,1175336,1174560",2017/05/04 21:58:10
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Adding the Web page quality factors into the hyperlinks","Yue Liu; Bin Wang; Guo-Jie Li","Software Dept., Acad. Sinica, Beijing, China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","2","","939","943 vol.2","The hyperlink structure is an important resource in Web information retrieval (IR), especially for the ranking algorithm in search engines. This paper investigates the current main researches for the hyperlink structure in Web IR, proposes our own ideas for the hyperlink analysis to expand the HITS algorithm, adds the Web page quality factors into the hyperlink, gives the expanding algorithm and proves the efficiency and convergence of our algorithm.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1174521","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174521","","Algorithm design and analysis;Convergence;Electronic mail;Image databases;Information retrieval;Internet;Machine learning algorithms;Q factor;Search engines;Software algorithms","Web design;hypermedia;information retrieval","HITS algorithm;Web page quality;hyperlink structure;information retrieval;ranking algorithm;search engines","","1","","16","","","2002","","IEEE","IEEE Conference Publications"
"Automatic text categorization: case study","R. F. Correa; T. B. Ludermir","","VII Brazilian Symposium on Neural Networks, 2002. SBRN 2002. Proceedings.","20030225","2002","","","150","","Text categorization is a process of classifying documents with regard to a group of one or more existent categories according to themes or concepts present in their contents. The most common application of it is in information retrieval systems (IRS) to document indexing. A method to transform text categorization into a viable task is to use machine-learning algorithms to automate text classification, allowing it to be carried out fast, into concise manner and in broad range. The objective of this work is to present and compare the results of experiments on text categorization using artificial neural networks of multilayer perceptron and self-organizing map types, and traditional machine-learning algorithms used in this task: C4.5 decision tree, PART decision rules and Naive Bayes classifier.","","POD:0-7695-1709-9","10.1109/SBRN.2002.1181457","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181457","","Artificial neural networks;Computer aided software engineering;Decision trees;Electronic mail;Indexing;Information retrieval;Machine learning algorithms;Multilayer perceptrons;Self organizing feature maps;Text categorization","classification;decision trees;information retrieval;learning (artificial intelligence);multilayer perceptrons;self-organising feature maps;text analysis","Naive Bayes classifier;PART decision rules;decision tree;document classification;document indexing;information retrieval systems;machine-learning;multilayer perceptron;neural networks;self-organizing maps;text categorization","","3","","6","","","2002","","IEEE","IEEE Conference Publications"
"Web categorization using hybrid algorithms","Wei-Guo Ye; Zheng-Ding Lu","Dept. of Comput. Sci., Huazhong Univ. of Sci. & Technol., Wuhan, China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","2","","978","981 vol.2","Obtaining information from the Web is becoming a very much important issue nowadays. The traditional text categorization algorithm is not sufficient for web categorization. In this paper we discuss the process in Web categorization, and proposed a new information gain measure for feature selections and term weighting. We also discussed three linear classifiers. Then we propose a novel hyperlink based classifier. It uses the characteristics of the Web graph. Experimental comparisons of these algorithms show that our approach is more appropriate than traditional information retrieval methods in Web categorization.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1174529","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174529","","Artificial intelligence;Computer science;Information resources;Information retrieval;Machine learning;Resumes;Spatial databases;Text categorization;Web pages;Web sites","Web sites;classification;feature extraction;information retrieval;learning (artificial intelligence)","Web categorization;Web graph;feature selection;hyperlink classifier;information gain measure;information retrieval;learning methods;term weighting","","0","","9","","","2002","","IEEE","IEEE Conference Publications"
"A new framework of CBIR based on KDD","Xing Qiang; Yuan Baozong","Inst. of Inf. Sci., Northern Jiaotong Univ., Beijing, China","6th International Conference on Signal Processing, 2002.","20030228","2002","2","","973","976 vol.2","The research emphasis of CBIR (content-based image retrieval) was put on the low-level visual feature extraction to resolve the problem of manual annotation for images in recent years. But because of variety of images, the extracted visual features can not express the semantic content of each image correctly. So the retrieval accuracy is lower than the text-based image retrieval accuracy generally. In this paper we propose a new retrieval method based on KDD (knowledge discovery in databases) and knowledge reasoning to improve the retrieval accuracy and relate the low-level image features with the high-level semantic content. Experiments show that the result is much better than the traditional retrieval method.","","POD:0-7803-7488-6","10.1109/ICOSP.2002.1179950","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1179950","","Content based retrieval;Data mining;Feature extraction;Image databases;Image retrieval;Information retrieval;Information systems;Set theory;Spatial databases;Visual databases","content-based retrieval;data mining;feature extraction;image retrieval;inference mechanisms;rough set theory","CBIR;KDD;content-based image retrieval;high-level semantic content;knowledge discovery in databases;knowledge reasoning;low-level visual feature extraction;manual annotation;retrieval accuracy;rough sets","","2","1","6","","","26-30 Aug. 2002","","IEEE","IEEE Conference Publications"
"Interoperable conversations in a peer-to-peer learning environment","E. O. C. Peng; H. Othman; D. L. S. Ching; D. W. K. Sun; D. Del Vecchio; Lim Siew Kheng","Inst. of Syst. Sci., Nat. Univ. of Singapore, Singapore","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","302","303 vol.1","Natural human interaction is characterised by a rich set of communication modes often not available to the online user. Interoperable conversations enable an online user to interact with the environment in a manner that is more natural and relevant to one's context. ECOLE is a prototype of a peer-to-peer learning environment which supports and encourages conversations within and across conversation modes in a managed fashion.","","POD:0-7695-1509-6","10.1109/CIE.2002.1185931","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1185931","","Collaboration;Collaborative work;Context;Environmental management;Humans;Information retrieval;Knowledge management;Peer to peer computing;Prototypes;Sun","computer aided instruction;distance learning;groupware","ECOLE;collaborative learning;communication modes;conversations;interoperable conversations;natural human interaction;online user;peer-to-peer learning environment","","0","","8","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"A new composite histogram integrating each bin's spatial distribution for image retrieval","Hongjiang So; Yao Zhao; Baozong Yuan","IIS, Northern Jiaotong Univ., Beijing, China","TENCON '02. Proceedings. 2002 IEEE Region 10 Conference on Computers, Communications, Control and Power Engineering","20030228","2002","1","","594","597 vol.1","In order to reduce the size of the image feature data drastically without degrading the retrieval performance, in this paper, we propose a new method to represent the image edge's statistical and distributional information. At the same time, with rich consideration of the human vision property, we improve a current color quantization scheme. Based on the above techniques, we propose a new composite histogram integrating each bin's pixel distributional information. The histogram includes only 15 bins, and the distributional information is represented by the color and edge area and position feature. Experimental results show that the proposed method efficiently reduces the feature data of images, at the same time maintaining high retrieval rate.","","POD:0-7803-7490-8","10.1109/TENCON.2002.1181345","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181345","","Degradation;Hardware;Histograms;Humans;Image databases;Image recognition;Image retrieval;Image storage;Information retrieval;Quantization","data reduction;edge detection;feature extraction;image coding;image colour analysis;image representation;image retrieval;statistical distributions","bin spatial distribution;color;color quantization scheme;composite histogram;data size reduction;edge area;human vision property;image edge representation;image feature data;image retrieval;pixel distributional information;position feature;retrieval rate;statistical distribution","","0","","5","","","28-31 Oct. 2002","","IEEE","IEEE Conference Publications"
"Recognition of common areas in a Web page using visual information: a possible application in a page classification","M. Kovacevic; M. Diligenti; M. Gori; V. Milutinovic","Sch. of Civil Eng., Belgrade Univ., Serbia","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","250","257","Extracting and processing information from Web pages is an important task in many areas like constructing search engines, information retrieval, and data mining from the Web. A common approach in the extraction process is to represent a page as a ""bag of words"" and then to perform additional processing on such a flat representation. We propose a new, hierarchical representation that includes browser screen coordinates for every HTML object in a page. Using visual information one is able to define heuristics for the recognition of common page areas such as header, left and right menu, footer and center of a page. We show in initial experiments that using our heuristics defined objects are recognized properly in 73% of cases. Finally, we show that a Naive Bayes classifier, taking into account the proposed representation, clearly outperforms the same classifier using only information about the content of documents.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1183910","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183910","","Civil engineering;Crawlers;Data mining;Frequency;HTML;Humans;Information retrieval;Machine learning;Search engines;Web pages","Web sites;classification;data mining;hypermedia markup languages;information retrieval;search engines","HTML;Naive Bayes classifier;Web page common area recognition;Web sites;browser screen coordinates;data mining;experiments;heuristics;hierarchical representation;information retrieval;page classification;search engines;visual information","","23","6","12","","","2002","","IEEE","IEEE Conference Publications"
"Personal agent for highlighting interesting words","Xiao Peng; Zheng Chen; Shao-Ping Ma; Wen-Yin Liu; Wei-Ying Ma","Dept. of Comput. Sci., Tsinghua Univ., Beijing, China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","2","","572","577 vol.2","We present a personal intelligent agent which automatically highlights the words that are interesting to a particular user while he/she is browsing web pages. The visited web page is first classified into one of several pre-defined categories according to its content. Since each category is described by a set of keywords, which are user-dependent and detected by a statistical learning approach, the agent can highlight the page using these interesting keywords for fast browsing. Our experiments show that this personalized way of highlighting words in a web page enhances the user's browsing experience.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1174400","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174400","","Asia;Computer science;Information retrieval;Intelligent agent;Intelligent systems;Navigation;Statistical learning;Testing;Web mining;Web pages","data mining;learning (artificial intelligence);search engines;software agents;user modelling","Web agent;Web mining;Web navigation;intelligent information agents;statistical learning;user modeling;web browsing","","0","","12","","","2002","","IEEE","IEEE Conference Publications"
"A learning strategy in CBIR system design","Sheng-Rong Gong; Zhao-Hui Wang; Jian-Min Zhao","","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","2","","754","756 vol.2","In this paper, a flexible relevance feedback learning strategy is proposed. Applying the learning strategy, the user can embed semantic information by interacting continuously with the retrieval system. Experimental results show that the designed learning strategy is robust, efficient and effective.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1174480","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174480","","Content based retrieval;Feedback;Image retrieval;Information retrieval;Internet;Petroleum;Prototypes;Query processing;Robustness;Shape measurement","content-based retrieval;image retrieval;learning (artificial intelligence);relevance feedback","CBIR system design;feature vector;flexible relevance feedback learning strategy;image retrieval;query vector;retrieval system;robust learning strategy;semantic information","","0","","9","","","2002","","IEEE","IEEE Conference Publications"
"Development of a visualization system of relationships among papers","Y. Miyadera; S. Tanabe; K. Oyobe; N. Sunaoka; S. Yokoyama; N. Yonezawa","Tokyo Gakugei Univ., Koganei, Japan","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","1400","1401 vol.2","This study has developed a support system that can retrieve papers by using the paper-relationship diagrams (PRDs) that express the relationships among papers. The system has the following functions: (1) users can see various relationships among papers by visualizing of PRDs, and (2) the visualization patterns can be changed dynamically by users' point of view.","","POD:0-7695-1509-6","10.1109/CIE.2002.1186267","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1186267","","Computer interfaces;Computer science education;Conference proceedings;Displays;Information retrieval;Java;Search engines;User interfaces;Visual databases;Visualization","data visualisation;query formulation","paper-relationship diagrams;scientific papers searching;visualization patterns;visualization system","","0","","4","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"Reusing web learning portfolios by case-based reasoning technology to scaffold problem solving","Chen-Chung Liu; Ping-Hsing Don; Kun-Lin Chen; Baw-Jhiune Liu","Dept. of Comput. Eng. & Sci., Yuan Ze Univ., Chung-li, Taiwan","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","1216","1217 vol.2","This study attempted to reuse the web learning portfolios to scaffold problem solving for activating students' Zone of Proximal Development. First, we analyzed cases from students' learning portfolios for getting case knowledge and student ability, and then used case based reasoning technology for recommending cases to students. After students referred these cases, we adopted data mining technology and issue-based information system to analyze the match model between students and cases. Finally, we constructed an online case based learning system, which could retrieve and reuse the fitting cases to effectively scaffold problem solving on student learning process.","","POD:0-7695-1509-6","10.1109/CIE.2002.1186195","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1186195","","Computer languages;Data mining;Information analysis;Information retrieval;Information systems;Java;Knowledge representation;Learning systems;Portfolios;Problem-solving","case-based reasoning;computer aided instruction;information resources","case-based reasoning;issue-based information system;online case based learning system;problem solving;student Zone of Proximal Development;student learning process;web learning portfolios reuse","","3","","8","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"The droplet virtual brush for Chinese calligraphic character modeling","Xiaofeng Mi; Jie Xu; Min Tang; Jinxiang Dong","CAD & CG State Key Lab. of China, Zhejiang Univ., Hangzhou, China","Sixth IEEE Workshop on Applications of Computer Vision, 2002. (WACV 2002). Proceedings.","20030228","2002","","","330","334","This paper proposes a virtual brush model based on droplet operation and its application on retrieving character outlines and character modeling in Chinese calligraphy style. In the proposed approach, a virtual brush model based on droplet operation is applied to produce vivid character outlines. The droplet model helps to compute stroke area with well-defined geometry information and leads to the feasibility to retrieve the outlines of characters with well-defined geometry representation. Further more, the variations of the model can express various Chinese brush styles, so by using the droplet model, we successfully overcome the poor expressive ability of the previous curve-offset method The complex evaluation of stroke area based on physical solid-model brush is also eliminated since the simplicity of the model.","","POD:0-7695-1858-3","10.1109/ACV.2002.1182203","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1182203","","Brushes;Computational geometry;Computational modeling;Hair;Image recognition;Image retrieval;Information geometry;Information retrieval;Solid modeling;Writing","handwritten character recognition;image processing;virtual reality","Chinese calligraphy;character fonts;characters;droplet virtual brush;geometry representation;virtual brush","","1","","5","","","2002","","IEEE","IEEE Conference Publications"
"Evaluating the utility of statistical phrases and latent semantic indexing for text classification","Huiwen Wu; D. Gunopulos","Comput. Sci. & Eng. Dept., California Univ., Riverside, CA, USA","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","713","716","The term-based vector space model is a prominent technique for retrieving textual information. In this paper we examine the usefulness of phrases as terms in vector-based document classification. We focus on statistical techniques to extract both adjacent and window phrases from documents. We discover that the positive effect of adding phrase terms is very limited, if we have already achieved good performance using single-word terms, even when SVD/LSI is used as the dimensionality reduction method.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1184036","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1184036","","Computer science;Data mining;Dictionaries;Frequency;Indexing;Information retrieval;Large scale integration;Support vector machine classification;Support vector machines;Text categorization","classification;indexing;information retrieval;statistical analysis;text analysis","adjacent phrase extraction;dimensionality reduction method;latent semantic indexing;single-word terms;statistical phrases;term-based vector space model;text classification;textual information retrieval;vector-based document classification;window phrase extraction","","3","","13","","","2002","","IEEE","IEEE Conference Publications"
"Retrieval of fast processes distorted by integrated circuits","K. P. Gaikovich; A. V. Zhilin","Inst. of Microstructure Phys., Acad. of Sci., Nizhny Novgorod, Russia","12th International Conference Microwave and Telecommunication Technology","20030219","2002","","","534","535","We designed algorithms for fast process retrieval at the input of integrated circuits, based on Tikhonov's theory of ill-posed problems. This is necessary when the input signal change time is shorter than the integration time of the capacitance integrator.","","POD:966-7968-12-X","10.1109/CRMICO.2002.1137343","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1137343","","Capacitance;Convolution;IEEE catalog;Information retrieval;Integral equations;Magnetic field measurement;Magnetic fields;Microwave technology;Numerical simulation;Organizing","Fourier transforms;Fredholm integral equations;distortion;integrating circuits;measurement theory;signal restoration","Fourier-transforms;Fredholm equations;Tikhonov theory;capacitance integrator integration time;convolution equations;fast process signal retrieval algorithms;ill-posed problems;input signal change time;integrated circuit input distorted fast process signals","","0","","","","","9-13 Sept. 2002","","IEEE","IEEE Conference Publications"
"IBM seeks to unify data-access approaches","L. D. Paulson","","Computer","20030310","2003","36","3","22","22","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01185211.png"" border=""0"">","0018-9162;00189162","","10.1109/MC.2003.1185211","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1185211","","Application software;Computer architecture;Information analysis;Information management;Information retrieval;Knowledge management;Libraries;Search engines;XML","","","","0","1","","","","March 2003","","IEEE","IEEE Journals & Magazines"
"Ontology construction for information selection","L. Khan; Feng Luo","Dept. of Comput. Sci., Texas Univ., Richardson, TX, USA","14th IEEE International Conference on Tools with Artificial Intelligence, 2002. (ICTAI 2002). Proceedings.","20030225","2002","","","122","127","Technology in the field of digital media generates huge amounts of non-textual information, audio, video, and images, along with more familiar textual information. The potential for exchange and retrieval of information is vast and daunting. The key problem in achieving efficient and user-friendly retrieval is the development of a search mechanism to guarantee delivery of minimal irrelevant information (high precision) while ensuring relevant information is not overlooked (high recall). The traditional solution employs keyword-based search. The only documents retrieved are those containing user specified keywords. But many documents convey desired semantic information without containing these keywords. One can overcome this problem by indexing documents according to meanings rather than words, although this will entail a way of converting words to meanings and the creation of ontology. We have solved the problem of an index structure through the design and implementation of a concept-based model using domain-dependent ontology. Ontology is a collection of concepts and their interrelationships, which provide an abstract view of an application domain. We propose a new mechanism that can generate ontology automatically in order to make our approach scalable. For this we modify the existing self-organizing tree algorithm (SOTA) that constructs a hierarchy from top to bottom. Furthermore, in order to find an appropriate concept for each node in the hierarchy we propose an automatic concept selection algorithm from WordNet called linguistic ontology. To illustrate the effectiveness of our automatic ontology construction method, we have explored our ontology construction in text documents. The Reuters21578 text document corpus has been used. We have observed that our modified SOTA outperforms hierarchical agglomerative clustering (HAC).","1082-3409;10823409","POD:0-7695-1849-4","10.1109/TAI.2002.1180796","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180796","","Artificial intelligence;Bandwidth;Clustering algorithms;Computer science;Databases;Indexing;Information retrieval;Ontologies;Sun","information retrieval;knowledge representation;vocabulary","Reuters21578 text document corpus;WordNet;audio;automatic concept selection algorithm;concept-based model;digital media;document indexing;domain-dependent ontology construction;hierarchical agglomerative clustering;images;index structure;information exchange;information retrieval;information selection;keyword-based search;linguistic ontology;nontextual information;search mechanism;self-organizing tree algorithm;semantic information;textual information;video","","27","8","19","","","2002","","IEEE","IEEE Conference Publications"
"Topic-sensitive keyword map generation for intelligent interaction","Y. Takama","Tokyo Metropolitan Inst. of Technol., Japan","IEEE 2002 28th Annual Conference of the Industrial Electronics Society. IECON 02","20030228","2002","4","","3080","3084 vol.4","An immune network metaphor is proposed to improve the expressive power of a keyword map. As the information environment such as WWW grows, the role of information visualization systems becomes important. Compared with the ordinary keyword map, in which only the distance between keywords is a clue to understand it, the proposed method adds the additional information such as landmark and its related keywords into a keyword map. Experimental results show that the immune network metaphor can obtain the keyword map that emphasizes the topic distribution based on the landmarks, with small variance per execution. The proposed system will be the essential foundation for realizing intelligent interaction between the user and the system.","","POD:0-7803-7474-6","10.1109/IECON.2002.1182888","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1182888","","Clustering methods;Costs;Data visualization;Information resources;Information retrieval;Knowledge management;Plastics;Power system modeling;Technological innovation;Web search","data visualisation;information resources;information retrieval;knowledge management","immune network metaphor;information resources;information visualization systems;intelligent interaction;keyword map;knowledge creation;knowledge management;landmark;plastic clustering method;topic-sensitive keyword map generation","","0","","18","","","5-8 Nov. 2002","","IEEE","IEEE Conference Publications"
"A Web-based navigation to conduct disambiguation dialogues in Chinese language","J. T. D. Yang; Chun-Yen Tsai","Dept. of Gen. Literacy, Nat. Kaohsiung Normal Univ., Taiwan","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","44","47 vol.1","The purpose of this study is to help users to get information precisely and quickly on the Web. With the ontological computing support, an existing ""cram-school"" system provides users to search data by inputting the natural language instead of by form-based menu selections. An ontology provides a common language for sharing and reusing knowledge about phenomena in users' world of interest. The cram-school service system consists of the specific concepts and their inter-relationship. The methodology for establishing domain ontology is based on the ""Delphi Approach"" as a case study. Finally, this system has provided students and parents available information in better ways in terms of precision, recall, and natural language usage.","","POD:0-7695-1509-6","10.1109/CIE.2002.1185859","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1185859","","Computer science education;Educational institutions;Government;Information retrieval;Intelligent agent;Multiagent systems;Natural languages;Navigation;Ontologies;Search engines","computer aided instruction;information resources;knowledge engineering;natural language interfaces","Chinese language;Delphi Approach;Web-based navigation;cram-school system;disambiguation dialogues;form-based menu selections;inter-relationship;knowledge reuse;knowledge sharing;natural language input;ontological computing support","","0","","4","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"Facilitating learning and teaching by computer-mediated communications (CMC): a reflective experience of pre-service student-teacher","Yip Wai Ming","Hong Kong Inst. of Educ., China","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","458","459 vol.1","The purpose of this study was to investigate reflective experience of student teachers, where computer-mediated communication (CMC) were used in an online, web-assisted learning environment to support traditional face-to-face teaching. Participants in a teacher education programme at certificate level, were asked to reflect and report their learning experience at each lecture. They were required to spent several minutes to reflect what they had learnt before each lesson ended, and then reported in the electronic discussion forum with their fresh memories. It was not surprising different participants would have different perspectives in the lesson. These would serve different purposes: (1) opportunities were provided to participants to consolidate what they had learnt during that lesson immediately by reflection; (2) all learning experiences were documented in text and message form. Each participant would share their particular concerns to what they experience in that lesson, and remind one another the key learning focus; and (3) interaction occurred and participants themselves initiated new discussion topics, after careful and thorough reflection to their own learning experience.","","POD:0-7695-1509-6","10.1109/CIE.2002.1185975","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1185975","","Asynchronous communication;Computer mediated communication;Computer networks;Computer science education;Discussion forums;Educational programs;Information retrieval","Internet;computer aided instruction;educational courses;information services;teaching","computer-mediated communications;face-to-face teaching;learning;learning experiences;pre-service student-teacher experience;teacher education programme;teaching;web-assisted learning environment","","0","","7","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"Querying Web data - the WebQA approach","S. K. S. Lam; M. T. Ozu","Sch. of Comput. Sci., Waterloo Univ., Ont., Canada","Proceedings of the Third International Conference on Web Information Systems Engineering, 2002. WISE 2002.","20030225","2002","","","139","148","The common paradigm of searching and retrieving information on the Web is based on keyword-based search using one or more search engines, then browsing through the large number of returned URLs. This is significantly weaker than declarative querying that is supported by DBMSs. The lack of a schema and high volatility of the Web make ""database-like"" querying of Web data difficult. We report on our work in building a system, called WebQA, that provides a declarative query-based approach to Web data retrieval that uses question-answering technology in extracting information from Web sites that are retrieved by search engines. The approach consists of first using meta-search techniques in an open environment to gather candidate responses from search engines and other on-line databases, then using information extraction techniques to find the answer to a specific question from these candidates. A prototype system has been developed to test this approach. Testing includes evaluation of its performance as a question-answering system using a well-known evaluation system called TREC-9. Its accuracy using TREC-9 data for simple questions is high and its retrieval performance is good. The system employs an open system architecture allowing for on-going improvements.","","POD:0-7695-1766-8","10.1109/WISE.2002.1181651","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181651","","Computer science;Data mining;Databases;Information retrieval;Metasearch;Open systems;Prototypes;Search engines;System testing;Uniform resource locators","Web sites;information retrieval;search engines","TREC-9;URLs;Web data querying;Web data retrieval;Web sites;WebQA Approach;browsing;candidate responses;declarative querying;information extraction techniques;information retrieval;information searching;keyword-based search;meta-search techniques;on-line databases;open environment;question-answering technology;search engines","","2","3","18","","","12-14 Dec. 2002","","IEEE","IEEE Conference Publications"
"O-Cluster: scalable clustering of large high dimensional data sets","B. L. Milenova; M. M. Campos","Oracle Data Min. Technol., Burlington, MA, USA","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","290","297","Clustering large data sets of high dimensionality has always been a challenge for clustering algorithms. Many recently developed clustering algorithms have attempted to address either handling data sets with a very large number of records and/or with a very high number of dimensions. We provide a discussion of the advantages and limitations of existing algorithms when they operate on very large multidimensional data sets. To simultaneously overcome both the ""curse of dimensionality"" and the scalability problems associated with large amounts of data, we propose a new clustering algorithm called O-Cluster. O-Cluster combines a novel active sampling technique with an axis-parallel partitioning strategy to identify continuous areas of high density in the input space. The method operates on a limited memory buffer and requires at most a single scan through the data. We demonstrate the high quality of the obtained clustering solutions, their robustness to noise, and O-Cluster's excellent scalability.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1183915","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183915","","Clustering algorithms;Computational complexity;Data mining;Information retrieval;Multidimensional systems;Multimedia databases;Partitioning algorithms;Sampling methods;Scalability;Shape","computational complexity;data mining;pattern clustering;very large databases","O-Cluster;active sampling technique;axis-parallel partitioning strategy;complexity;data handling;data mining;large high dimensional data sets;limited memory buffer;multidimensional data sets;scalability;scalable clustering","","16","","21","","","2002","","IEEE","IEEE Conference Publications"
"Filtering contents by efficient evaluation of XPath expressions","M. Yuriyama; H. Nakamura","Tokyo Res. Lab., IBM Japan Ltd., Japan","2003 Symposium on Applications and the Internet, 2003. Proceedings.","20030228","2003","","","148","155","The need for selection of Contents based on personal data is increasing. Filtering systems using XML documents as users' profiles and XPath as contents' conditions are developed. They need efficient algorithms for evaluating a large number of XPath. However existing algorithms have limitations in that (1) they cannot handle the full XPath language because their execution models are event-based, (2) they require time proportional to the number of XPath expressions, and (3) they do not allow us to add or remove XPath expressions incrementally. We present algorithms that solve all of these problems. The main idea of the algorithms is (1) to construct a data structure that represents multiple XPath expressions in order to evaluate shared subexpressions only once and (2) to repeatedly apply a conventional XPath processor to the data structure. We show that our algorithm is efficient by evaluating the performance of a prototype implementation.","","POD:0-7695-1872-9","10.1109/SAINT.2003.1183043","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183043","","Automata;Data structures;Filtering;Information retrieval;Internet;Laboratories;Pattern matching;Prototypes;Writing;XML","hypermedia markup languages;information filters;user modelling","XML documents;XPath expressions;XPath language;execution models;personal data","","0","","24","","","27-31 Jan. 2003","","IEEE","IEEE Conference Publications"
"Component-based security model for XML messaging services","K. Komathy; V. Ramachandran; P. Vivekanandan","Anna Univ., Chennai, India","27th Annual IEEE Conference on Local Computer Networks, 2002. Proceedings. LCN 2002.","20030228","2002","","","132","133","The objective of the paper is to enlighten the applicability of component technology in deploying security models to protect Web transactions. The proposed component-based security model is a substitutive methodology for conventional methods that are vendor dependent. The model prefers the Extensible Markup Language (XML) format to represent Web transactions, because of the multi-platform nature of modern Web applications. A granular approach is adopted in signing and encrypting the XML document. The paper also describes a distinct method used for key distribution. In addition, access control measures are also recommended in the model to protect data resources at the server against unauthorized access.","0742-1303;07421303","POD:0-7695-1591-6","10.1109/LCN.2002.1181775","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181775","","Authorization;Cryptography;Data security;Databases;Digital signatures;Information retrieval;Network servers;Permission;Protection;XML","Internet;authorisation;cryptography;hypermedia markup languages;message authentication;telecommunication security","Extensible Markup Language;Web transactions;XML messaging services;access control measures;authorization;component-based security model;data resource protection;digital signature;encryption;granular approach;key distribution","","0","3","4","","","6-8 Nov. 2002","","IEEE","IEEE Conference Publications"
