"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1185931,1186267,1186195,1185859,1185975,1187309,1186301,1186095,1187134,1186341,1186066,1187364,1183910,1184036,1183930,1184048,1183922,1184236,1184034,1185211,1183915,1183881,1184044,1184000,1183895,1184024,1183995,1184043,1181101,1179945,1179972,1183020,1181345,1181223,1183378,1181343,1180996,1181293,1182888,1182301,1182100,1183095,1180021,1181211,1181161,1181100,1181995,1179950,1182203,1183043,1181775,1183446,1183439,1179992,1181130,1181305,1183042,1180930,1183630,1181230,1183515,1180796,1181651,1181667,1180823,1181457,1181593,1181655,1181642,1181645,1180638,1180863,1180846,1181611,1181657,1181660,1181618,1180848,1181661,1180875,1180876,1175360,1174529,1174538,1174521,1179375,1176772,1176813,1175387,1175407,1174480,1176780,1176886,1177870,1174400,1137343,1176949,1177867,1175336,1174560",2017/05/04 21:58:10
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Design and analysis of a fault-tolerant mechanism for a server-less video-on-demand system","J. Y. B. Lee; R. W. T. Leung","Dept. of Inf. Eng., Chinese Univ. of Hong Kong, Shatin, China","Ninth International Conference on Parallel and Distributed Systems, 2002. Proceedings.","20030228","2002","","","489","494","Video-on-demand (VoD) systems have traditionally been built on the client-server architecture, where a video server stores, retrieves, and transmits video data to video clients for playback This paper investigates a radically different approach to building VoD systems, one where the server, and hence the primary bottleneck, is completely eliminated. This server-less architecture comprises homogeneous hosts, called nodes, which serve both as client and as mini-server. Video data are distributed over all nodes and these nodes cooperatively stream video data to one another for playback. However, unlike traditional video server that runs on high-end server hardware in a carefully controlled and protected data centre, a node in a server less system is likely to be far more unreliable. Therefore it is essential that sufficient data and capacity redundancies are incorporated to maintain an acceptable set-vice reliability. This paper presents and analyzes a fault tolerant mechanism based on inter-node striping and erasure correction codes to tackle this challenge. By formulating the system's reliability as a Markov chain model, we obtain insights into the feasible operating region of the system, such as the amount of redundancy required and the node-level reliability that can be tolerated. Numerical results show that a server-less VoD system of 200 nodes can achieve reliability surpassing that of dedicated video server using a redundancy overhead of only 21.2% even though individual nodes are highly unreliable.","1521-9097;15219097","POD:0-7695-1760-9","10.1109/ICPADS.2002.1183446","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183446","","Buildings;Control systems;Fault tolerance;Fault tolerant systems;Hardware;Information retrieval;Maintenance;Protection;Redundancy;Streaming media","client-server systems;fault tolerant computing;redundancy;video on demand","Markov chain model;capacity redundancies;client;cooperative video data streaming;data redundancies;erasure correction codes;fault-tolerant mechanism;homogeneous hosts;inter-node striping;mini-server;nodes;playback;redundancy overhead;server-less video-on-demand system;service reliability","","9","3","15","","","17-20 Dec. 2002","","IEEE","IEEE Conference Publications"
"Database support for spatial generalisation for WWW and mobile applications","Xiaofang Zhou; S. Prasher; M. Kitsuregawa","Queensland Univ., St. Lucia, Qld., Australia","Proceedings of the Third International Conference on Web Information Systems Engineering, 2002. WISE 2002.","20030225","2002","","","239","246","The need for using spatial vector data for Web-based and mobile applications has been increasing rapidly. Vector spatial data is difficult to generalise (that is, to derive a suitable level of detail, or LoD, of the data for a given application). In a client-server environment, excessive details of spatial data cannot always be appreciated on the client side, but could consume a significant amount of resources on both the server and the client side, not to mention the extra cost of data transfer. Spatial data generalisation has been investigated extensively in the area of cartography. Most cartographical generalisation algorithms, however, are post-query operations where all the data, including unneeded data, is retrieved from the database for simplification. We incorporate spatial data simplification algorithms into query processing within DBMS. This novel approach targets primarily Web-based and mobile spatial applications that stand to benefit from early data reduction. Experiments on real data reveal significant performance improvements for our approach.","","POD:0-7695-1766-8","10.1109/WISE.2002.1181660","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181660","","Costs;Database systems;Displays;Geometry;Information retrieval;Navigation;Pixel;Query processing;Spatial databases;World Wide Web","Internet;cartography;client-server systems;data reduction;mobile computing;query processing;software performance evaluation;spatial data structures;visual databases","SQL;World Wide Web;cartography;client-server environment;data reduction;data structures;data transfer;database support;experiments;level of detail;mobile applications;performance improvements;spatial data generalisation;spatial data simplification algorithms;spatial vector data","","2","2","16","","","12-14 Dec. 2002","","IEEE","IEEE Conference Publications"
"Text document categorization by term association","M. L. Antonie; O. R. Zaiane","Alberta Univ., Edmonton, Alta., Canada","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","19","26","A good text classifier is a classifier that efficiently categorizes large sets of text documents in a reasonable time frame and with an acceptable accuracy, and that provides classification rules that are human readable for possible fine-tuning. If the training of the classifier is also quick, this could become in some application domains a good asset for the classifier. Many techniques and algorithms for automatic text categorization have been devised. According to published literature, some are more accurate than others, and some provide more interpretable classification models than others. However, none can combine all the beneficial properties enumerated above. In this paper we present a novel approach for automatic text categorization that borrows from market basket analysis techniques using association rule mining in the data-mining field. We focus on two major problems: (1) finding the best term association rules in a textual database by generating and pruning; and (2) using the rules to build a text classifier. Our text categorization method proves to be efficient and effective, and experiments on well-known collections show that the classifier performs well. In addition, training as well as classification are both fast and the generated rules are human readable.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1183881","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183881","","Association rules;Data mining;Electronic mail;Humans;Image databases;Indexing;Information retrieval;Machine learning;Text categorization;Transaction databases","data mining;learning (artificial intelligence);pattern classification;text analysis","association rule mining;automatic text categorization;automatic text classification;machine learning;rule mining;term association;text categorization;text classifier;text documents","","67","3","22","","","2002","","IEEE","IEEE Conference Publications"
"Cache cooperation for clustered disconnected computers","K. Yasuda","Graduate Sch. of Inf. Syst., Univ. of Electro-Commun., Chofu, Japan","Ninth International Conference on Parallel and Distributed Systems, 2002. Proceedings.","20030228","2002","","","457","464","The problem of disconnection from network is one that mobile users always have to face in mobile computing environment. Disconnected operation is one approach to ease this problem by allowing client computers to work solely on cached files in the local disks. However, a cache miss in disconnected operation is often critical, and usually causes the user to stop work on the current task until reconnecting to the server. To avoid such situations, we propose an approach called cache cooperation, which resolves cache misses in a coordinated manner among the clients. Cache cooperation allows each client to retrieve the missing data from the other remote clients when the client is disconnected from the server but not isolated from others. We describe the design of our prototype implementation, its performance measurement, and the results of vast numbers of simulations that we conducted with system-call traces recorded over 3-month period. The measured performance shows that the overhead of our approach is almost comparable to that of the normal client-server file operations. Moreover, the simulation results confirm that our approach can effectively decrease cache misses when multiple client caches can be utilized. Especially, in ideal cases where major files are shared by multiple clients, our approach saves almost all of cache misses for over 70 percent of simulation runs.","1521-9097;15219097","POD:0-7695-1760-9","10.1109/ICPADS.2002.1183439","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183439","","Computational modeling;Computer networks;File servers;Information retrieval;Information systems;Measurement;Mobile computing;Spine;Telecommunication traffic;Virtual prototyping","cache storage;client-server systems;mobile computing","cache cooperation;cache miss;client server system;disconnected operation;missing data retrieval;mobile computing;state transition","","2","6","16","","","17-20 Dec. 2002","","IEEE","IEEE Conference Publications"
"Automatic web page classification in a dynamic and hierarchical way","Xiaogang Peng; B. Choi","Comput. Sci., Coll. of Eng. & Sci., Louisiana Tech. Univ., Ruston, LA, USA","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","386","393","Automatic classification of web pages is an effective way to deal with the difficulty of retrieving information from the Internet. Although there are many automatic classification algorithms and systems that have been proposed, most of them ignore the conflict between the fixed number of categories and the growing number of web pages going into the system. They also require searching through all existing categories to make any classification. We propose a dynamic and hierarchical classification system that is capable of adding new categories as required, organizing the web pages into a tree structure, and classifying web pages by searching through only one path of the tree structure. Our test results show that our proposed single-path search technique reduces the search complexity and increases the accuracy by 6% comparing to related algorithms. Our dynamic-category expansion technique also achieves satisfying results on adding new categories into our system as required.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1183930","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183930","","Classification algorithms;Classification tree analysis;Computer science;Educational institutions;Frequency;Humans;Information retrieval;Internet;Organizing;Web pages","Internet;information retrieval;learning (artificial intelligence)","Internet;automatic web page classification;dynamic-category expansion technique;information retrieval;tree structure","","2","9","31","","","2002","","IEEE","IEEE Conference Publications"
"Retrieving similar images in an image database using a relational matrix","J. Tang; S. T. Acton; D. P. Mukherjee","Dept. of Electr. & Comput. Eng., Virginia Univ., Charlottesville, VA, USA","The 2002 45th Midwest Symposium on Circuits and Systems, 2002. MWSCAS-2002.","20030320","2002","1","","I","667-70 vol.1","The definition of perceptual similarity between two images is a function of the distance between image features, i.e, shape, color and texture features of dominant image regions. We propose a relational matrix based distance measure that can be used to measure the similarity between images in a given image database. A relational matrix, individualized for an image, describes the spatial and functional relations between neighboring image segments in the image intensity matrix. Automated image segmentation using agglomerative clustering generates the relational matrix. We propose a distance measure between corresponding relational matrices representing any two images that can be used in content based image retrieval. Simulation results are given to demonstrate the potential of the relational matrix in the digital library application.","","POD:0-7803-7523-8","10.1109/MWSCAS.2002.1187309","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1187309","","Content based retrieval;Image analysis;Image color analysis;Image databases;Image retrieval;Image segmentation;Image texture analysis;Information retrieval;Shape;Software libraries","content-based retrieval;digital libraries;image retrieval;image segmentation;pattern clustering;relational algebra;visual databases","CBIR;agglomerative clustering;automated image segmentation;color;content based image retrieval;digital library;dominant image regions;image database;image feature distance;image perceptual similarity;image segment spatial/functional relations;relational matrix based distance measure;shape;similar image retrieval;texture features","","2","","6","","","4-7 Aug. 2002","","IEEE","IEEE Conference Publications"
"Image segmentation and similarity of color-texture objects","T. Gevers","Comput. Sci. Inst., Univ. of Amsterdam, Netherlands","IEEE Transactions on Multimedia","20030219","2002","4","4","509","516","We aim for content-based image retrieval of textured objects in natural scenes under varying illumination and viewing conditions. To achieve this, image retrieval is based on matching feature distributions derived from color invariant gradients. To cope with object cluttering, region-based texture segmentation is applied on the target images prior to the actual image retrieval process. The retrieval scheme is empirically verified on color images taken from textured objects under different lighting conditions.","1520-9210;15209210","","10.1109/TMM.2002.802023","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1176949","","Color;Content based retrieval;Histograms;Image databases;Image retrieval;Image segmentation;Information retrieval;Layout;Lighting;Robustness","content-based retrieval;image colour analysis;image segmentation;image texture;visual databases","color constancy;color images;color invariance;color invariant gradients;color-texture object similarity;content-based image retrieval;digital libraries;feature distribution matching;illumination conditions;image databases;image retrieval process;image segmentation;image similarity;lighting conditions;natural scenes;object cluttering;region-based texture segmentation;retrieval scheme;target images;textured objects;viewing conditions","","16","1","16","","","Dec 2002","","IEEE","IEEE Journals & Magazines"
"An efficient indexing method for wireless data broadcast with dynamic updates","Yan Huang; Yann-Hang Lee","Motorola Labs., Florida Commun. Res. Lab., Ft. Lauderdale, FL, USA","IEEE 2002 International Conference on Communications, Circuits and Systems and West Sino Expositions","20030225","2002","1","","358","362 vol.1","Data broadcast based asymmetric communication is an appropriate model for many wireless and Internet applications. However, it is not energy efficient for wireless mobile equipment to use data broadcast if the receivers have to stay awake while waiting for a desired data item without knowing when it will appear on the air. For this reason, some indexing schemes are designed that allow a wireless client to retrieve a pointer to the required data item on air first. Thereafter, the client can go to doze mode until the required data item appears on the channel. Performance results show indexing schemes can reduce energy consumption tremendously. Meanwhile, these schemes do not support concurrency when an application involves wireless mobile clients that run multiple-operation transactions and dynamically update the server database. Therefore, the paper presents an efficient indexing method for wireless data broadcast in systems supporting dynamic updates from client transactions.","","POD:0-7803-7547-5","10.1109/ICCCAS.2002.1180638","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180638","","Bandwidth;Broadcasting;Concurrency control;Concurrent computing;Energy consumption;Indexing;Information retrieval;Mobile communication;Network servers;Transaction databases","Internet;concurrency control;data communication;information retrieval;mobile radio;power consumption;radio broadcasting","Internet applications;asymmetric communication;concurrency control;dynamic updates;energy consumption;indexing method;multiple-operation transactions;wireless applications;wireless data broadcast;wireless mobile equipment","","1","","5","","","29 June-1 July 2002","","IEEE","IEEE Conference Publications"
"Reliable distributed search engine based on multiple meta servers","N. Sato; M. Udagawa; M. Uehara; Y. Sakai; H. Mori","Dept. of Inf. & Comput. Sci., Toyohashi Univ. of Technol., Japan","First International Symposium on Cyber Worlds, 2002. Proceedings.","20030225","2002","","","79","84","We have developed distributed search engine, called cooperative search engine (CSE), in order to retrieve fresh information. In CSE, a local search engine located in each Web server makes an index of local pages. And, a meta search server integrates these local search engines in order to realize a global search engine. This meta server is single point of failure in CSE. We propose redundancy, of meta search servers in order to increase availability of CSE. In this paper, we describe reliable architecture of CSE and its evaluations.","","POD:0-7695-1862-1","10.1109/CW.2002.1180863","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180863","","Availability;Distributed computing;Information retrieval;Metasearch;Network servers;Redundancy;Scalability;Search engines;Web pages;Web server","Internet;file servers;information retrieval;search engines","Web server;cooperative search engine;local search engines;meta search server;multiple meta servers;reliable distributed search engine","","0","","21","","","2002","","IEEE","IEEE Conference Publications"
"Adaptive parallel sentences mining from web bilingual news collection","Bing Zhao; S. Vogel","Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","745","748","In this paper a robust, adaptive approach for mining parallel sentences from a bilingual comparable news collection is described Sentence length models and lexicon-based models are combined under a maximum likelihood criterion. Specific models are proposed to handle insertions and deletions that are frequent in bilingual data collected from the web. The proposed approach is adaptive, updating the translation lexicon iteratively using the mined parallel data to get better vocabulary coverage and translation probability parameter estimation. Experiments are carried out on 10 years of Xinhua bilingual news collection. Using the mined data, we get significant improvement in word-to-word alignment accuracy in machine translation modeling.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1184044","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1184044","","Computer science;Information retrieval;Maximum likelihood estimation;Natural language processing;Natural languages;Parameter estimation;Probability;Robustness;Vocabulary;Web pages","data mining;dynamic programming;language translation;maximum likelihood estimation","Web bilingual news collection;Xinhua bilingual news collection;adaptive approach;adaptive parallel sentences mining;lexicon-based models;machine translation modeling;maximum likelihood criterion;mined parallel data;sentence length models;translation probability parameter estimation;vocabulary coverage","","7","3","6","","","2002","","IEEE","IEEE Conference Publications"
"Using category-based adherence to cluster market-basket data","Ching-Huang Yun; Kun-Ta Chuang; Ming-Syan Chen","Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan","2002 IEEE International Conference on Data Mining, 2002. Proceedings.","20030310","2002","","","546","553","We devise an efficient algorithm for clustering market-basket data. Different from those of the traditional data, the features of market-basket data are known to be of high dimensionality, sparsity, and with massive outliers. Without explicitly considering the presence of the taxonomy, most prior efforts on clustering market-basket data can be viewed as dealing with items in the leaf level of the taxonomy tree. Clustering transactions across different levels of the taxonomy is of great importance for marketing strategies as well as for the result representation of the clustering techniques for market-basket data. In view of the features of market-basket data, we devise a measurement, called the category-based adherence, and utilize this measurement to perform the clustering. The distance of an item to a given cluster is defined as the number of links between this item and its nearest large node in the taxonomy tree where a large node is an item or a category node whose occurrence count exceeds a given threshold. The category-based adherence of a transaction to a cluster is then defined as the average distance of the items in this transaction to that cluster With this category-based adherence measurement, we develop an efficient clustering algorithm, called algorithm CBA, for market-basket data with the objective to minimize the category-based adherence. A validation model based on information gain is also devised to assess the quality of clustering for market-basket data. As validated by both real and synthetic datasets, it is shown by our experimental results, with the taxonomy information, algorithm CBA significantly outperforms the prior works in both the execution efficiency and the clustering quality for market-basket data.","","POD:0-7695-1754-4","10.1109/ICDM.2002.1184000","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1184000","","Association rules;Clustering algorithms;Data analysis;Data engineering;Data mining;Information retrieval;Integrated circuit modeling;Machine learning;Taxonomy;Tellurium","data mining;entropy;marketing;pattern clustering","category node;category-based adherence;data clustering;market-basket data;marketing strategies;taxonomy;transactions clustering","","1","","23","","","2002","","IEEE","IEEE Conference Publications"
"Mining web logs for personalized site maps","F. Toolan; N. Kusmerick","University College Dublin","Proceedings of the Third International Conference on Web Information Systems Engineering (Workshops), 2002.","20030219","2002","","","232","237","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01177867.png"" border=""0"">","","POD:0-7695-1813-3","10.1109/WISEW.2002.1177867","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1177867","","Assembly;Collaborative work;Displays;Educational institutions;Filtering;Information retrieval;Navigation;Pediatrics;Web page design;Web pages","","","","5","","9","","","2002","","IEEE","IEEE Conference Publications"
"A non-linear K-means algorithm and its application to unsupervised clustering","Yong Yu; A. Trouve","Departement TSI, Ecole Nat. Superieure des Telecommun., Paris, France","6th International Conference on Signal Processing, 2002.","20030228","2002","2","","1146","1149 vol.2","A new partition criterion for pairwise clustering is proposed naturally in the probabilistic analysis framework. Its connection to the normal K-means algorithm is explained in two different views which also builds its relationship with the kernel approach introduced by Vapnik. Both synthetic examples and the challenging task of planar shape analysis have been given to show its efficiency in unsupervised pairwise clustering application.","","POD:0-7803-7488-6","10.1109/ICOSP.2002.1179992","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1179992","","Clustering algorithms;Content based retrieval;Image converters;Image databases;Image retrieval;Information retrieval;Kernel;Partitioning algorithms;Pattern recognition;Shape","database theory;pattern clustering;probability;tree data structures","database;hierarchical clustering tree;kernel approach;nonlinear K-means algorithm;partition criterion;planar shape analysis;probabilistic analysis framework;unsupervised pairwise clustering","","2","","10","","","26-30 Aug. 2002","","IEEE","IEEE Conference Publications"
"Study for fusion of different sources to determine relevance","Chi-Hung Chi; Chen Ding; Kwok-Yan Lam","Sch. of Comput., Nat. Univ. of Singapore, Singapore","14th IEEE International Conference on Tools with Artificial Intelligence, 2002. (ICTAI 2002). Proceedings.","20030225","2002","","","515","520","The relevance of a Web document could be measured not only by its text content, but also by some other factors such as the link connectivity and usage patterns. In previous data fusion researches, the text is the only source to determine the relevance, and only the different runs (e.g. by different retrieval models, different query or document representations) on this same source are combined. It is the purpose of this paper to investigate whether the different sources can be combined to determine the relevance with a better accuracy than any single source. We conducted a preliminary experiment to test its feasibility and effectiveness and a positive result was obtained.","1082-3409;10823409","POD:0-7695-1849-4","10.1109/TAI.2002.1180846","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180846","","Content based retrieval;Information retrieval;Information science;Joining processes;Search engines;Testing;Web pages","Web sites;information retrieval;relevance feedback;sensor fusion","content relevance;data fusion;hyperlink;link connectivity;link-based ranking;retrieval accuracy;text-based ranking;usage pattern;usage-based ranking;web page","","0","3","15","","","2002","","IEEE","IEEE Conference Publications"
"On difficulties of Chinese-English machine translation","Xiao-Shen Zheng; Pi-Lian He; Mei Tian; Zhong Wang; Yue-Heng Sun","Dept. of Comput. Sci. & Technol., Tianjin Univ., China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","4","","1747","1750 vol.4","This paper analyses the difficulties in the process of Chinese-English machine translation, especially in Chinese grammar parsing and Chinese-English transform, and gives some suggestions.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1175336","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1175336","","Application software;Character recognition;Computer science;Consumer electronics;Dictionaries;Helium;Information retrieval;Natural languages;Speech recognition;Sun","grammars;language translation;trees (mathematics)","Chinese English translation;Chinese grammar parsing;Chinese lexical analysis;machine translation;semantics tree;syntactic analysis","","0","","7","","","4-5 Nov. 2002","","IEEE","IEEE Conference Publications"
"An analysis of image retrieval behavior for metadata type image database","T. Fukumoto; K. Akahori","Dept. of Human Syst. Sci., Tokyo Inst. of Technol., Japan","International Conference on Computers in Education, 2002. Proceedings.","20030320","2002","","","1470","1471 vol.2","A large number of digital images are stored on the Internet. From an educational perspective the fact that a vast number of images on a number of topics are readily available and are in some cases free is a very helpful thing. With the rapidly expanding nature of the net however, it is becoming increasingly difficult to search out and retrieve relevant images. The aim of this study was to analyze users' behavior during image retrieval exercises. Results revealed that users tend to follow a set search strategy: firstly they input one or two keyword search terms one after another and view the images generated by their initial search and after they navigate their way around the web by using the 'back to home' or 'previous page' buttons. These results are consistent with existing Web research. Many of the actions recorded revealed that subjects' behavior differed depending on if the task set was presented as a closed or open task. In contrast no differences were found for the time subjects took to perform a single action or their use of the AND operator.","","POD:0-7695-1509-6","10.1109/CIE.2002.1186301","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1186301","","Digital images;Humans;Image analysis;Image databases;Image generation;Image retrieval;Information retrieval;Internet;Keyword search;Navigation","Internet;computer aided instruction;image retrieval;meta data;query formulation","AND operator;Internet;closed task;digital images;image retrieval behavior;keyword search;metadata type image database;open task;search strategy;users' behavior analysis","","0","","","","","3-6 Dec. 2002","","IEEE","IEEE Conference Publications"
"Data-rich section extraction from HTML pages","Jiying Wang; F. H. Lochovsky","Dept. of Comput. Sci., Univ. of Sci. & Technol., China","Proceedings of the Third International Conference on Web Information Systems Engineering, 2002. WISE 2002.","20030225","2002","","","313","322","We propose a novel algorithm, DSE (data-rich subtree extraction) to recognize and extract the data-rich section of an HTML page. We apply the DSE algorithm as a pre-processing ""clean-up"" step for two typical Web information retrieval problems: topic distillation and Web information extraction. Our experiments show that, for the test data sets used, the DSE algorithm can correctly identify data-rich sections of HTML pages with 100% accuracy. Therefore, it can effectively reduce the root set size for the topic distillation problem thereby improving the precision and accuracy of the IETS algorithm. Furthermore, when applied to the Web information extraction problem using the IEPAD algorithm, it can decrease the number of patterns discovered by this algorithm, thus shortening its time cost to generalize a wrapper for HTML pages.","","POD:0-7695-1766-8","10.1109/WISE.2002.1181667","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181667","","Bars;Computer science;Costs;Data mining;HTML;Information retrieval;Internet;Navigation;Testing;Web pages","Internet;Web sites;hypermedia markup languages;information retrieval","DSE algorithm;HITS algorithm;HTML pages;Web information extraction;Web information retrieval problems;accuracy;data-rich section extraction;data-rich subtree extraction;pattern discovery;pre-processing clean-up step;precision;root set size;topic distillation;wrapper","","14","2","19","","","12-14 Dec. 2002","","IEEE","IEEE Conference Publications"
"Content-based image retrieval system with new low-level features, new similarity metric, and novel feedback learning","Xue-Long Li","Inf. Process. Center, Univ. of Sci. & Technol. of China, Hefei, China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","2","","1126","1132 vol.2","A currently relevant research field in computer science is the management of multimedia databases. Two related key issues are achieving an efficient content-based retrieval and a fast response time. Relevance feedback is a powerful tool to improve the retrieval results of the CBIR systems. However the traditional relevance feedback could only search a small feature subspace comparing with the entire huge feature space. So, this paper provides solutions to enlarge the searching feature subspace in a CBIR system, effectively. Firstly, an adaptive system query strategy to user behaviors is introduced to improve the performance of relevance feedback. Then a feedback scheme based on multi-features classification is developed. Both tactics enlarge the searching feature subspace efficiently. From experimental results, it is clear that the feedback scheme has a much better performance than the traditional CBIR systems. To develop such a scheme, a new effective texture feature and an efficient way to measure the dis-similarity between two image features are proposed in the CBIR system, which provides solutions to a general query on a large image database with 56,600 images.","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1174560","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174560","","Content based retrieval;Electronic mail;Feedback;Image classification;Image databases;Image retrieval;Information processing;Information retrieval;Mars;Multimedia databases","content-based retrieval;image retrieval;multimedia databases;relevance feedback","content-based image retrieval system;fast response time;feedback learning;image database;low-level features;multi-features classification;multimedia databases;relevance feedback;semantic image retrieval;similarity metric","","3","","24","","","2002","","IEEE","IEEE Conference Publications"
"A clustering based approach to efficient image retrieval","Ruofei Zhang; Zhongfei Zhang","Dept. of Comput. Sci., State Univ. of New York, Binghamton, NY, USA","14th IEEE International Conference on Tools with Artificial Intelligence, 2002. (ICTAI 2002). Proceedings.","20030225","2002","","","339","346","This paper addresses the issue of effective and efficient content based image retrieval by presenting a novel indexing and retrieval methodology that integrates color, texture, and shape information for the indexing and retrieval, and applies these features in regions obtained through unsupervised segmentation, as opposed to applying them to the whole image domain. In order to address the typical color feature ""inaccuracy"" problem in the literature, fuzzy logic is applied to the traditional color histogram to solve for the problem to a certain degree. The similarity is defined through a balanced combination between global and regional similarity measures incorporating all the features. In order to further improve the retrieval efficiency, a secondary clustering technique is developed and employed to significantly save query processing time without compromising the retrieval precision. An implemented prototype system has demonstrated a promising retrieval performance for a test database containing 2000 general-purpose color images, as compared with its peer systems in the literature.","1082-3409;10823409","POD:0-7695-1849-4","10.1109/TAI.2002.1180823","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180823","","Content based retrieval;Fuzzy logic;Histograms;Image retrieval;Image segmentation;Indexing;Information retrieval;Prototypes;Query processing;Shape","content-based retrieval;fuzzy logic;image retrieval;image segmentation;indexing;pattern clustering","color;color images;content based image retrieval;fuzzy logic;image indexing;indexing;retrieval;retrieval performance;shape;texture;unsupervised segmentation","","4","","22","","","2002","","IEEE","IEEE Conference Publications"
"Image retrieval using object template","Li-Qun Zhang; Zreng-Xing Sun; Bin-Bin Peng; Hui-Feng Wang","State Key Lab for Novel Software Technol., Nanjing Univ., China","Proceedings. International Conference on Machine Learning and Cybernetics","20030219","2002","4","","2090","2096 vol.4","How to mine, organize and use the information of the objects in an image, which can just reflect the user's intension precisely, is overlooked for a long time. From the point of view of mining, training and utilizing such information efficiently, this paper focuses on a particular group of features for every class of object. With this group of features, the class of object can be separated with others most distinctly. Based on this idea, using SVM (Support Vector Machine), HGM (Hybrid Gauss Model), PCA (principle component analysis) and FFC (Forward Feature Combination), we design and implement an Object Template that can represent a kind of object (such as tiger) perfectly and then present its two applications. With our Object Template, the Recall Precision (P100) for image retrieval can be increased to 46.175%; the precision of Object Detection also reaches 82.832%. (On 3400 real-world image collections).","","POD:0-7803-7508-4","10.1109/ICMLC.2002.1175407","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1175407","","Bridges;Gaussian distribution;Histograms;Image databases;Image retrieval;Image segmentation;Information retrieval;Machine learning;Prototypes;Robustness","content-based retrieval;image retrieval;image segmentation;multimedia databases","HGM;Hybrid Gauss Model;SVM;Support Vector Machine;content-based image retrieval;image retrieval;multimedia objects;multimedia retrieval;object template;principle component analysis","","0","","13","","","4-5 Nov. 2002","","IEEE","IEEE Conference Publications"
"A Mandarin spoken dialogue system with limited portability","He Wei; Yuan Bao-zong; Lin Bi-qin","Inst. of Inf. Sci., Northern Jiaotong Univ., Beijing, China","6th International Conference on Signal Processing, 2002.","20030228","2002","1","","496","499 vol.1","In the new generation human-computer interaction technology, spoken dialog system based on content is the key issue. This paper describes the status of our spoken dialogue system for tour information retrieval - GUIDE - whose lexicon consists of 2000 words and WER is 5.7%. Different from ATIS application, tour information is wider and more relative. So we develop an object-oriented knowledge base including database and deducing rules. We also develop a modular architecture of GUIDE: by doing so, we have successfully and easily adapted GUIDE to a new similar application.","","POD:0-7803-7488-6","10.1109/ICOSP.2002.1181101","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1181101","","Databases;Error analysis;Feedback;Information analysis;Information retrieval;Natural languages;Object oriented modeling;Speech analysis;Speech processing;Speech recognition","information retrieval systems;knowledge based systems;object-oriented methods;speaker recognition","GUIDE;Mandarin spoken dialogue system;human-computer interaction technology;lexicon;modular architecture;object-oriented knowledge base;portability;tour information retrieval","","0","","6","","","26-30 Aug. 2002","","IEEE","IEEE Conference Publications"
