"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7860867,7860947,7860866,7838105,7838107,7838109,7838106,7838300,7838108,7835787,7835786,7835788,7835816,7738804,7738803,7738808,7424249,7424252,7424251,7424250,7424248,7424497,7340887,7340882,7340676,7340595,7340599,7340883,7340965,7340594,7340598,7340886,7324167,7324172,7324168,7033079,7033189,7033077,7033188,7033078,7033075,7033076,7009645,7009648,7009081,7009080,7009078,7009077,7009156,7009644,7009728,7009647,6958840,6958844,6958839,6890741,6890740,6890432,6890833,6890737,6890832,6890345,6890428,6890910,6890736,6890815,6890433,6890515,6890344,6890426,6890429,6890836,6890340,6890837,6890341,6784571,6786068,6786174,6786071,6784574,6786070,6784573,6784660,6786069,6786175,6784572,6784570,6661894,6661889,6661890,6406661,6406803,6406659,6406806,6406810,6406813,6406662,6406655,6406652,6406805",2017/05/05 21:32:32
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Author index - Volume 2","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","2","","578","581","Presents an index of the authors whose articles are published in the conference proceedings record.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.197","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786174","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","04","","1","2","","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890833","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890833","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Table of contents - Volume 2","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","2","","v","xiii","Presents the table of contents/splash page of the proceedings record.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.95","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786071","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"Workshops and Special Sessions - Volume 1","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","1","","xxiv","xxviii","Start of the above-titled section of the conference proceedings record.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.9","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406659","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Title page iii]","","","2016 15th IEEE International Conference on Machine Learning and Applications (ICMLA)","20170202","2016","","","iii","iii","Presents the title page of the proceedings record.","","Electronic:978-1-5090-6167-9; POD:978-1-5090-6168-6","10.1109/ICMLA.2016.0003","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838107","","","","","","","","","","","18-20 Dec. 2016","","IEEE","IEEE Conference Publications"
"Author index","","","2015 International Conference on Machine Learning and Cybernetics (ICMLC)","20151203","2015","2","","1","6","Presents an index of the authors whose articles are published in the conference proceedings record.","","CD-ROM:978-1-4673-7220-6; Electronic:978-1-4673-7221-3; POD:978-1-4673-7222-0","10.1109/ICMLC.2015.7340676","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340676","","","","","","","","","","","12-15 July 2015","","IEEE","IEEE Conference Publications"
"Table of contents - Volume 1","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","1","","v","xi","Presents the table of contents of the proceedings.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.4","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784574","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2016 IEEE 26th International Workshop on Machine Learning for Signal Processing (MLSP)","20161110","2016","","","1","1","","","Electronic:978-1-5090-0746-2; POD:978-1-5090-0747-9","10.1109/MLSP.2016.7738804","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7738804","","","","","","","","","","","13-16 Sept. 2016","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2014 International Conference on Machine Learning and Cybernetics","20150115","2014","1","","I","II","Presents the copyright for this conference publication.","2160-133X;2160133X","CD-ROM:978-1-4799-4217-6; Electronic:978-1-4799-4215-2; POD:978-1-4799-4214-5","10.1109/ICMLC.2014.7009078","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009078","","","","","","0","","","","","13-16 July 2014","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)","20160303","2015","","","iv","iv","","","Electronic:978-1-5090-0287-0; POD:978-1-5090-0288-7","10.1109/ICMLA.2015.3","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424251","","","","","","","","","","","9-11 Dec. 2015","","IEEE","IEEE Conference Publications"
"[Copyright notice - Volume 2]","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","2","","iv","iv","","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.240","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406806","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Title pages]","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","1","2","Presents the title page of the proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890737","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890737","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"[Front and back cover]","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","04","","c1","c4","Presents the front and back page of the proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890832","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890832","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Workshops and Special Sessions - Volume 2","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","2","","xxiii","xxvii","Start of the above-titled section of the conference proceedings record.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.245","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406810","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Copyright notice - Volume 2]","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","2","","iv","iv","","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.94","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786070","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"Table of contents - Vol 2","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","2","","v","xiv","Presents the table of contents for volume 2 of the proceedings record.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.241","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406813","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Front matter]","","","2014 International Conference on Machine Learning and Cybernetics","20150115","2014","2","","I","II","The following topics are dealt with: machine learning; salient object detection; automatic image annotation; ensemble classifier system; finger-knuckle-print recognition; wireless broadcasting mechanism; Android malware; support vector machine; compressed sensing; spam filtering; image retrieval; model predictive direct speed control of PMSM drive system; fuzzy sets; mining association rule in relational database; biped humanoid robots gait planning; and integrated gaze and object tracking technique.","2160-133X;2160133X","CD-ROM:978-1-4799-4217-6; Electronic:978-1-4799-4215-2; POD:978-1-4799-4214-5","10.1109/ICMLC.2014.7009645","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009645","","","compressed sensing;data mining;fingerprint identification;fuzzy set theory;gaze tracking;humanoid robots;image retrieval;invasive software;learning (artificial intelligence);object detection;object recognition;object tracking;permanent magnet motors;predictive control;relational databases;support vector machines;synchronous motors;unsolicited e-mail;velocity control","Android malware;PMSM drive system;automatic image annotation;biped humanoid robots gait planning;compressed sensing;ensemble classifier system;finger-knuckle-print recognition;fuzzy sets;gaze tracking technique;image retrieval;machine learning;mining association rule;model predictive direct speed control;object tracking technique;relational database;salient object detection;spam filtering;support vector machine;wireless broadcasting mechanism","","0","","","","","13-16 July 2014","","IEEE","IEEE Conference Publications"
"Table of contents","","","2016 15th IEEE International Conference on Machine Learning and Applications (ICMLA)","20170202","2016","","","v","xvii","Presents the table of contents/splash page of the proceedings record.","","Electronic:978-1-5090-6167-9; POD:978-1-5090-6168-6","10.1109/ICMLA.2016.0005","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838109","","","","","","","","","","","18-20 Dec. 2016","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2016 2nd Workshop on Machine Learning in HPC Environments (MLHPC)","20170130","2016","","","ii","ii","","","Electronic:978-1-5090-3882-4; POD:978-1-5090-3883-1","10.1109/MLHPC.2016.002","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7835787","","","","","","","","","","","14-14 Nov. 2016","","IEEE","IEEE Conference Publications"
"Contents","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","02","","1","5","Presents the table of contents/splash page of the proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890345","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890345","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"[Front and back cover]","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","01","","c1","c4","Presents the front and back cover or splash screen of the proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890428","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890428","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"[Publisher's information]","","","2014 13th International Conference on Machine Learning and Applications","20150209","2014","","","630","630","Provides a listing of current committee members and society officers.","","Electronic:978-1-4799-7415-3; POD:978-1-4799-7416-0; USB:978-1-4799-7414-6","10.1109/ICMLA.2014.108","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033189","","","","","","0","","","","","3-6 Dec. 2014","","IEEE","IEEE Conference Publications"
"[Title page i]","","","2016 15th IEEE International Conference on Machine Learning and Applications (ICMLA)","20170202","2016","","","i","i","Presents the title page of the proceedings record.","","Electronic:978-1-5090-6167-9; POD:978-1-5090-6168-6","10.1109/ICMLA.2016.0002","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838106","","","","","","","","","","","18-20 Dec. 2016","","IEEE","IEEE Conference Publications"
"[Copyright notice - Volume 1]","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","1","","iv","iv","","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.3","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784573","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"[Title page]","","","2016 IEEE 26th International Workshop on Machine Learning for Signal Processing (MLSP)","20161110","2016","","","1","1","Presents the title page of the proceedings record.","","Electronic:978-1-5090-0746-2; POD:978-1-5090-0747-9","10.1109/MLSP.2016.7738803","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7738803","","","","","","","","","","","13-16 Sept. 2016","","IEEE","IEEE Conference Publications"
"[Front and back cover]","","","2014 International Conference on Machine Learning and Cybernetics","20150115","2014","1","","c1","c4","Presents the front and back cover or splash screen of the proceedings record.","2160-133X;2160133X","CD-ROM:978-1-4799-4217-6; Electronic:978-1-4799-4215-2; POD:978-1-4799-4214-5","10.1109/ICMLC.2014.7009077","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009077","","","","","","0","","","","","13-16 July 2014","","IEEE","IEEE Conference Publications"
"Table of contents","","","2014 13th International Conference on Machine Learning and Applications","20150209","2014","","","v","xiii","The following topics are dealt with: machine learning for predictive models; machine learning in energy applications; machine learning in information and system security issues; learning on the Web; adaptive data-driven modeling in dynamic environments and on-line processes; machine learning in visual information processing; machine learning applications in education; machine learning algorithms, systems and applications; and machine learning of graphical models in static and dynamic complex environments.","","Electronic:978-1-4799-7415-3; POD:978-1-4799-7416-0; USB:978-1-4799-7414-6","10.1109/ICMLA.2014.4","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033079","","","education;learning (artificial intelligence);security of data","ICMLA;World Wide Web;adaptive data-driven modeling;dynamic complex environments;education;energy applications;graphical models;machine learning algorithms;machine learning applications;online processes;predictive models;system security issues;visual information processing","","0","","","","","3-6 Dec. 2014","","IEEE","IEEE Conference Publications"
"Author index - Volume 1","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","1","","446","449","Presents an index of the authors whose articles are published in the conference proceedings record.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.90","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784660","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"[Title page iii]","","","2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)","20160303","2015","","","iii","iii","Presents the title page of the proceedings record.","","Electronic:978-1-5090-0287-0; POD:978-1-5090-0288-7","10.1109/ICMLA.2015.2","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424250","","","","","","","","","","","9-11 Dec. 2015","","IEEE","IEEE Conference Publications"
"Table of contents - Vol 1","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","1","","v","xv","Presents the table of contents of the proceedings record.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.4","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406662","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2014 IEEE International Workshop on Machine Learning for Signal Processing (MLSP)","20141120","2014","","","1","1","","1551-2541;15512541","Electronic:978-1-4799-3694-6; POD:978-1-4799-3695-3","10.1109/MLSP.2014.6958840","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958840","","","","","","0","","","","","21-24 Sept. 2014","","IEEE","IEEE Conference Publications"
"[Title page]","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","1","","i","i","The following topics are dealt with: machine learning applications; ensemble-based method; kernel-based method; supervised learning method; bioinformatics; computational biology; and clustering.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.1","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784571","","","biology computing;learning (artificial intelligence);pattern clustering","bioinformatics;clustering;computational biology;ensemble-based method;kernel-based method;machine learning applications;supervised learning method","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"Author index","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","04","","1","11","Presents an index of the authors whose articles are published in the conference proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890910","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890910","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"[Copyright notice - Volume 1]","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","1","","iv","iv","","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.3","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406655","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"Contents","","","2016 International Conference on Machine Learning and Cybernetics (ICMLC)","20170223","2016","1","","1","6","Presents the table of contents for this issue of this publication.","","CD:978-1-5090-0388-4; Electronic:978-1-5090-0390-7; POD:978-1-5090-0391-4","10.1109/ICMLC.2016.7860867","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7860867","","","","","","","","","","","10-13 July 2016","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2015 International Conference on Machine Learning and Cybernetics (ICMLC)","20151203","2015","2","","1","2","","","CD-ROM:978-1-4673-7220-6; Electronic:978-1-4673-7221-3; POD:978-1-4673-7222-0","10.1109/ICMLC.2015.7340595","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340595","","","","","","","","","","","12-15 July 2015","","IEEE","IEEE Conference Publications"
"Contents","","","2015 International Conference on Machine Learning and Cybernetics (ICMLC)","20151203","2015","2","","1","5","Presents the table of contents/splash page of the proceedings record.","","CD-ROM:978-1-4673-7220-6; Electronic:978-1-4673-7221-3; POD:978-1-4673-7222-0","10.1109/ICMLC.2015.7340599","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340599","","","","","","","","","","","12-15 July 2015","","IEEE","IEEE Conference Publications"
"Contents","","","2015 International Conference on Machine Learning and Cybernetics (ICMLC)","20151203","2015","1","","1","5","The following topics are dealt with: gesture recognition; data mining; data clustering; feature selection; extreme learning machine; sentiment classification; collaborative filtering; speech recognition; image segmentation; MapReduce; cloud computing; object recognition; wireless sensor network; image retrieval system; recommendation system; and emotion recognition.","","CD-ROM:978-1-4673-7220-6; Electronic:978-1-4673-7221-3; POD:978-1-4673-7222-0","10.1109/ICMLC.2015.7340887","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340887","","","cloud computing;collaborative filtering;data handling;data mining;feature selection;gesture recognition;image retrieval;image segmentation;learning (artificial intelligence);object recognition;parallel processing;pattern classification;pattern clustering;recommender systems;speech recognition;wireless sensor networks","MapReduce;cloud computing;collaborative filtering;data clustering;data mining;emotion recognition;extreme learning machine;feature selection;gesture recognition;image retrieval system;image segmentation;object recognition;recommendation system;sentiment classification;speech recognition;wireless sensor network","","","","","","","12-15 July 2015","","IEEE","IEEE Conference Publications"
"[Title page iii]","","","2014 13th International Conference on Machine Learning and Applications","20150209","2014","","","iii","iii","Presents the title page of the proceedings record.","","Electronic:978-1-4799-7415-3; POD:978-1-4799-7416-0; USB:978-1-4799-7414-6","10.1109/ICMLA.2014.2","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033077","","","","","","0","","","","","3-6 Dec. 2014","","IEEE","IEEE Conference Publications"
"Author Index - Volume 1","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","1","","703","706","Presents an index of the authors whose papers are published in the conference.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.236","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406652","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Title page I - Vol 2]","","","2012 11th International Conference on Machine Learning and Applications","20130110","2012","2","","i","i","Presents the title page or splash screen of the proceedings record.","","Electronic:978-0-7695-4913-2; POD:978-1-4673-4651-1","10.1109/ICMLA.2012.238","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406805","","","","","","0","","","","","12-15 Dec. 2012","","IEEE","IEEE Conference Publications"
"[Front and back cover]","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","c1","c4","Presents the front and back cover or splash screen of the proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890736","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890736","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"Author index","","","2014 International Conference on Machine Learning and Cybernetics","20150115","2014","1","","1","6","Presents an index of the authors whose articles are published in the conference proceedings record.","2160-133X;2160133X","CD-ROM:978-1-4799-4217-6; Electronic:978-1-4799-4215-2; POD:978-1-4799-4214-5","10.1109/ICMLC.2014.7009156","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009156","","","","","","0","","","","","13-16 July 2014","","IEEE","IEEE Conference Publications"
"[Front cover]","","","2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)","20160303","2015","","","C4","C4","Presents the front cover or splash screen of the proceedings record.","","Electronic:978-1-5090-0287-0; POD:978-1-5090-0288-7","10.1109/ICMLA.2015.236","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424248","","","","","","","","","","","9-11 Dec. 2015","","IEEE","IEEE Conference Publications"
"Author index","","","2013 International Conference on Machine Learning and Cybernetics","20140908","2013","03","","1","11","Presents an index of the authors whose articles are published in the conference proceedings record.","2160-133X;2160133X","Electronic:978-1-4799-0260-6; POD:978-1-4799-0259-0","10.1109/ICMLC.2013.6890815","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890815","","","","","","0","","","","","14-17 July 2013","","IEEE","IEEE Conference Publications"
"[Title page iii - Volume 2]","","","2013 12th International Conference on Machine Learning and Applications","20140410","2013","2","","iii","iii","Presents the title page of the proceedings record.","","CD-ROM:978-1-4799-4154-4; Electronic:978-0-7695-5144-9; POD:978-1-4799-4155-1","10.1109/ICMLA.2013.93","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786069","","","","","","0","","","","","4-7 Dec. 2013","","IEEE","IEEE Conference Publications"
"Paper index","","","2015 IEEE 25th International Workshop on Machine Learning for Signal Processing (MLSP)","20151112","2015","","","1","5","Contains an entry for each technical presentation included in this conference proceedings.","1551-2541;15512541","Electronic:978-1-4673-7454-5; POD:978-1-4673-7455-2","10.1109/MLSP.2015.7324172","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7324172","","","","","","","","","","","17-20 Sept. 2015","","IEEE","IEEE Conference Publications"
